ViaPPS produsert fil	: Filversjon 1.21
F.ID.	: Rosita_NO_001
ViaPPS software versjon	: 8.9.12.1

Rapportdato				: 26.03.2026 13:24:47
Filnavn					: PPS_Fy01_1_1_m00000-1_m00902_felt1___20260313-145945.txt
Mappe					: D:\ViaPPS_RBS\RAW_DATA\Fy001_1_hp1_f1_20260313-145945

ViaPPS opptakerversjon	: 8.5.6.0 - 01.06.2016 13:21:02

Sjåfør					: Egon
Bilnummer				: 
UtstyrsID				: VIATECH
Utstyrsmerknader		: 
Opptaksdato				: 13.03.2026 14:59:45
Formål					: 
Måleserienummer					: 1
Målingskommentarer		: 
Målingslengde			: 902
Værkommentarer			: 
Teksturlaserposisjon	: Y

Beregningsintervall [m]	: 1
Rettholt venstre [m]	: Bunnrettholt : -1,8[m]  Snorholt : -1,8[m]  Regresjonsholt : -1,8[m]
Rettholt høyre [m]		: Bunnrettholt :  1,8[m]  Snorholt :  1,8[m]  Regresjonsholt :  1,8[m]
Filter orden [punkter]	: 11
Profil snittlengde [m]	: 0,0
Metodefil versjon/dato	: Ikke tilgjengelig
Beregningskommentaer	: Beregningstype=CEN_13036_8, Midlingsalgoritme=ChebyshevFilter, AntallMidledeProfiler=1, Rettholtlengdetype=Fast lengde, Sporryggdeteksjon=Av
Kalibreringsdata	: Kalib.dato=19. juni 2025 09:11:30, Pulser=1203,835000, Rull=0,000000, Stamp=-0,033432, ScannerRull=-0,006738
Tverrfallskalibreringsdata	: 13. mars 2026 14:35:31
Sensormontasjedata1	: Imu=-1,60[m], ProfileScanner=-3,60[m], TeksturLaser=2,26[m]
Sensormontasjedata2	: GnssDx=-1,92[m], GnssDy=-0,28[m], GnssDz=-2,29[m]
Sensormontasjedata3	: GnssImuDx=-0,03[m], GnssImuDy=0,33[m], GnssImuDz=1,51[m]

Vegnett fylkesversjon			: 
Vegnett serverversjon			: 
Vegnett genereringsappliksajonsversjon	: 

Startposisjon:
Fylke			: 1
Veg				: 1
Strekning		: 1
Vegmeter		: 0
Kjørefelt		: 1
Stedsnavn		: 

Stopposisjon:
Fylke			: 1
Veg				: 1
Strekning		: 1
Vegmeter		: 902,268820874122
Kjørefelt		: 1
Stedsnavn		: 

Vegnettnoder
Nodenr	: Lengde [m]	: Fylke []	: Stedsnavn []	: Vegnavn []	: Hp []	: Fra Vegmeter [m]	: Til Vegmeter [m]	: 
Node0	: 901	: 1	: 	: 1	: 1	: -1	: 903

Justeringsnoder
Justeringnr	: Distanse [m]	: Justering [m]

Utkjørt meter [m]	Fra strekning []	Fra vegmeter [m]	Til strekning []	Til vegmeter [m]	Spordybde [mm]	Sporbredde [cm]	Tverrfall [%]	Kurveradius [m]	IRI [mm/m]	MPD [mm]	Beregningsmetode []	Tid [ms]	Hastighet [km/t]	Høyde [m]	Signalkvalitet [%]	Breddegrad [°]	Lengdegrad [°]	Sone 33V N [m]	Sone 33V Ø [m]	Sporposisjon [cm]	Areal [cm^2]	Pause []	Pos. asfalt kant [cm]	Pos. kantlinje [cm]	Type kantlinje []	Kval. kantlinje [%]	Pos. midtlinje [cm]	Type midtlinje []	Kval. midtlinje [%]	Pos. ekstra midtlinje [cm]	Type ekstra midtlinje []	Kval. ekstra midtlinje [%]	CEN 13036 Høyre sporposisjon [cm]	CEN 13036 Høyre spordybde [mm]	CEN 13036 Venstre sporposisjon [cm]	CEN 13036 Venstre spordybde [mm]	CEN 13036 Max sporposisjon [cm]	CEN 13036 Max spordybde [mm]	CEN 13036 Sporbredde [cm]	CEN 13036 Tverrfall [%]	CEN 13036 Areal [cm^2]	Bunn Høyre sporposisjon [cm]	Bunn Høyre spordybde [mm]	Bunn Venstre sporposisjon [cm]	Bunn Venstre spordybde [mm]	Bunn Max sporposisjon [cm]	Bunn Max spordybde [mm]	Bunn Sporbredde [cm]	Bunn Tverrfall [%]	Bunn Areal [cm^2]	Snor Høyre sporposisjon [cm]	Snor Høyre spordybde [mm]	Snor Venstre sporposisjon [cm]	Snor Venstre spordybde [mm]	Snor Max sporposisjon [cm]	Snor Max spordybde [mm]	Snor Sporbredde [cm]	Snor Tverrfall [%]	Snor Areal [cm^2]	Krum Høyre sporposisjon [cm]	Krum Høyre spordybde [mm]	Krum Venstre sporposisjon [cm]	Krum Venstre spordybde [mm]	Krum Max sporposisjon [cm]	Krum Max spordybde [mm]	Krum Sporbredde [cm]	Krum Tverrfall [%]	Krum Areal [cm^2]	Regresjon Høyre sporposisjon [cm]	Regresjon Høyre spordybde [mm]	Regresjon Venstre sporposisjon [cm]	Regresjon Venstre spordybde [mm]	Regresjon Max sporposisjon [cm]	Regresjon Max spordybde [mm]	Regresjon Sporbredde [cm]	Regresjon Tverrfall [%]	Regresjon Areal [cm^2]	Metode Høyre sporposisjon [cm]	Metode Høyre spordybde [mm]	Metode Venstre sporposisjon [cm]	Metode Venstre spordybde [mm]	Metode Max sporposisjon [cm]	Metode Max spordybde [mm]	Metode Sporbredde [cm]	Metode Tverrfall [%]	Metode Areal [cm^2]	
515,0	1	514,0	1	515,0	24,2	159,7	-1,8	2000	NaN	NaN	C	26724	73,9	71,0	56	59,3571622	24,7134010	6620153,23	1050987,49	-96,9	345,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	63,0	21,1	-96,9	24,2	-96,9	24,2	159,7	-1,8	345,3	63,0	20,9	-96,4	20,9	-8,6	20,9	159,0	-1,7	147,1	62,3	22,8	-96,7	25,6	-96,7	25,6	158,7	-1,7	402,6	56,7	50,6	-92,1	48,6	-179,3	0,0	150,0	-1,7	0,0	63,0	12,1	-96,4	13,1	-178,6	26,4	159,0	-1,8	248,2	63,0	21,1	-96,9	24,2	-96,9	24,2	159,7	-1,8	345,3	
516,0	1	515,0	1	516,0	23,4	160,0	-1,8	2000	NaN	NaN	C	26773	73,9	71,0	56	59,3571536	24,7133948	6620152,23	1050987,28	-97,0	337,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	63,0	21,4	-97,0	23,4	-97,0	23,4	160,0	-1,8	337,9	61,7	20,9	-95,5	20,9	-11,0	20,9	157,3	-1,8	147,1	61,7	23,1	-96,3	24,6	-95,7	24,6	157,3	-1,8	382,1	58,6	50,3	-90,1	48,1	-179,6	0,0	147,9	-1,8	0,0	61,7	12,5	-95,5	12,7	-175,8	26,0	157,3	-1,8	246,9	63,0	21,4	-97,0	23,4	-97,0	23,4	160,0	-1,8	337,9	
517,0	1	516,0	1	517,0	24,1	159,9	-1,8	2000	NaN	NaN	C	26823	73,9	71,0	56	59,3571450	24,7133886	6620151,23	1050987,07	-97,1	352,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	64,2	21,1	-97,1	24,1	-97,1	24,1	159,9	-1,8	352,4	64,2	21,4	-95,7	21,4	-8,6	21,4	159,8	-1,7	153,0	63,5	22,9	-96,3	25,7	-96,3	25,7	159,9	-1,7	407,6	56,6	50,8	-90,2	48,6	-179,5	0,0	147,3	-1,7	0,0	64,2	11,9	-96,3	13,0	-178,7	26,6	159,9	-1,8	255,6	64,2	21,1	-97,1	24,1	-97,1	24,1	159,9	-1,8	352,4	
518,0	1	517,0	1	518,0	24,0	158,2	-1,8	2000	NaN	NaN	C	26872	73,9	71,0	56	59,3571364	24,7133824	6620150,22	1050986,86	-97,0	331,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	61,1	20,3	-97,0	24,0	-97,0	24,0	158,2	-1,8	331,5	61,1	20,7	-95,7	20,7	-12,1	20,7	155,4	-1,7	140,5	61,1	22,2	-97,0	25,4	-97,0	25,4	158,1	-1,7	377,3	56,6	49,6	-92,0	48,6	-179,5	0,0	148,5	-1,7	0,0	61,1	11,9	-95,7	13,2	-179,5	26,6	156,7	-1,8	242,1	61,1	20,3	-97,0	24,0	-97,0	24,0	158,2	-1,8	331,5	
519,0	1	518,0	1	519,0	23,5	158,7	-1,8	2000	NaN	NaN	C	26922	74,0	71,0	56	59,3571278	24,7133762	6620149,22	1050986,65	-97,2	329,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	61,0	20,4	-97,2	23,5	-97,2	23,5	158,7	-1,8	329,4	61,0	20,4	-97,0	20,4	-9,2	20,4	157,8	-1,8	141,5	60,4	21,7	-97,0	24,9	-97,0	24,9	157,5	-1,8	376,5	57,3	49,3	-91,3	48,2	-179,6	0,0	147,4	-1,8	0,0	61,0	12,0	-97,0	12,9	-179,0	25,8	157,8	-1,8	239,5	61,0	20,4	-97,2	23,5	-97,2	23,5	158,7	-1,8	329,4	
520,0	1	519,0	1	520,0	23,0	157,7	-1,8	2000	NaN	NaN	C	26964	74,0	71,0	56	59,3571204	24,7133709	6620148,36	1050986,47	-96,2	334,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	61,4	21,3	-96,2	23,0	-96,2	23,0	157,7	-1,8	334,6	61,4	20,6	-96,0	20,6	-11,8	20,6	157,2	-1,8	145,4	61,4	22,8	-96,0	24,0	-96,0	24,0	157,2	-1,8	382,9	58,2	49,9	-89,7	47,3	-179,6	0,0	148,0	-1,8	0,0	61,4	12,4	-96,0	12,4	-178,8	25,7	157,0	-1,8	241,7	61,4	21,3	-96,2	23,0	-96,2	23,0	157,7	-1,8	334,6	
521,0	1	520,0	1	521,0	23,4	159,2	-1,8	2000	NaN	NaN	C	27014	74,0	71,0	56	59,3571118	24,7133647	6620147,35	1050986,26	-96,1	344,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	62,3	21,8	-96,1	23,4	-96,1	23,4	159,2	-1,8	344,5	61,8	20,8	-95,7	20,8	-10,4	20,8	156,4	-1,7	145,7	61,8	23,7	-95,7	25,1	-95,7	25,1	156,4	-1,7	402,5	57,2	51,1	-91,3	47,8	-179,5	0,0	148,0	-1,7	0,0	61,8	12,6	-95,7	12,7	-178,6	25,7	156,0	-1,8	246,5	62,3	21,8	-96,1	23,4	-96,1	23,4	159,2	-1,8	344,5	
522,0	1	521,0	1	522,0	23,0	157,5	-1,8	2000	NaN	NaN	C	27063	74,0	71,0	56	59,3571032	24,7133585	6620146,35	1050986,05	-97,2	325,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	59,9	20,8	-97,2	23,0	-97,2	23,0	157,5	-1,8	325,3	59,9	20,6	-96,5	20,6	-10,4	20,6	156,8	-1,8	140,7	59,8	22,5	-96,9	24,6	-96,9	24,6	156,8	-1,8	377,2	57,2	49,9	-92,3	47,4	-179,7	0,0	148,6	-1,8	0,0	59,9	12,3	-96,2	12,0	-179,6	25,5	156,1	-1,8	235,6	59,9	20,8	-97,2	23,0	-97,2	23,0	157,5	-1,8	325,3	
523,0	1	522,0	1	523,0	21,9	159,3	-1,7	2000	NaN	NaN	C	27120	74,0	71,0	56	59,3570933	24,7133515	6620145,20	1050985,81	-95,5	326,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	64,0	21,2	-95,6	21,9	-95,5	21,9	159,3	-1,7	326,4	64,0	20,3	-95,5	20,3	-13,3	20,3	158,5	-1,7	144,8	64,0	22,5	-95,5	23,3	-93,9	23,3	158,5	-1,7	379,0	58,6	48,9	-89,7	46,5	-179,7	0,0	148,2	-1,7	0,0	64,0	12,2	-95,5	11,8	-179,1	24,6	158,5	-1,7	231,8	64,0	21,2	-95,6	21,9	-95,5	21,9	159,3	-1,7	326,4	
524,0	1	523,0	1	524,0	21,5	156,6	-1,6	2000	NaN	NaN	C	27162	74,1	71,0	56	59,3570859	24,7133462	6620144,34	1050985,64	-16,8	321,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	62,5	21,2	-94,1	21,3	-16,8	21,5	156,6	-1,6	321,4	61,5	20,0	-93,9	20,0	-16,3	20,0	154,7	-1,7	135,9	61,5	22,4	-93,9	22,6	-16,5	22,7	154,7	-1,7	369,1	57,3	49,1	-88,6	45,7	-179,6	0,0	146,3	-1,7	0,0	61,5	12,3	-93,9	11,5	-178,9	24,0	154,7	-1,6	233,3	62,5	21,2	-94,1	21,3	-16,8	21,5	156,6	-1,6	321,4	
525,0	1	524,0	1	525,0	22,1	156,5	-1,6	2000	NaN	NaN	C	27211	74,1	71,0	56	59,3570773	24,7133401	6620143,33	1050985,43	61,1	321,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	61,1	22,1	-94,1	21,2	61,1	22,1	156,5	-1,6	321,5	61,1	20,5	-94,1	20,5	-12,7	20,5	156,5	-1,6	138,0	61,1	23,4	-94,1	22,7	61,1	23,6	156,5	-1,6	369,9	57,9	51,4	-88,6	46,2	-179,6	0,0	146,5	-1,6	0,0	61,1	13,1	-94,1	11,6	-177,8	24,3	156,5	-1,6	238,7	61,1	22,1	-94,1	21,2	61,1	22,1	156,5	-1,6	321,5	
526,0	1	525,0	1	526,0	22,1	157,4	-1,5	2000	NaN	NaN	C	27261	74,1	71,0	56	59,3570698	24,7133348	6620142,47	1050985,26	-94,3	323,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	61,8	21,6	-95,0	21,9	-94,3	22,1	157,4	-1,5	323,4	61,0	20,5	-94,3	20,5	-12,8	20,5	156,1	-1,5	138,2	61,0	23,2	-94,3	23,4	-92,8	23,5	156,1	-1,5	375,6	57,2	50,2	-88,8	46,6	-179,6	0,0	146,4	-1,5	0,0	61,0	12,7	-94,3	12,1	-179,5	24,8	156,1	-1,5	240,6	61,8	21,6	-95,0	21,9	-94,3	22,1	157,4	-1,5	323,4	
527,0	1	526,0	1	527,0	21,9	157,6	-1,5	2000	NaN	NaN	C	27303	74,0	71,0	56	59,3570624	24,7133295	6620141,60	1050985,08	61,7	323,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	63,6	21,6	-94,8	21,4	61,7	21,9	157,6	-1,5	323,9	61,4	20,1	-93,5	20,1	-12,8	20,1	155,8	-1,6	133,3	61,4	23,6	-93,5	23,2	60,1	23,7	155,8	-1,6	380,8	58,6	50,6	-88,2	46,5	-179,5	0,0	146,5	-1,6	0,0	63,0	12,9	-93,5	11,5	-178,7	25,2	156,2	-1,5	236,3	63,6	21,6	-94,8	21,4	61,7	21,9	157,6	-1,5	323,9	
528,0	1	527,0	1	528,0	22,2	157,4	-1,6	2000	NaN	NaN	C	27359	74,0	71,0	56	59,3570526	24,7133225	6620140,46	1050984,84	-92,8	327,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	63,7	21,6	-93,9	22,0	-92,8	22,2	157,4	-1,6	327,9	62,4	20,1	-92,8	20,1	-8,1	20,1	155,5	-1,6	130,0	62,4	23,7	-93,1	23,8	-92,4	24,0	155,5	-1,6	383,7	59,2	50,8	-87,5	47,2	-179,3	0,0	147,4	-1,6	0,0	62,4	12,8	-92,8	11,8	-178,8	25,6	155,5	-1,6	237,8	63,7	21,6	-93,9	22,0	-92,8	22,2	157,4	-1,6	327,9	
529,0	1	528,0	1	529,0	22,3	157,9	-1,5	2000	NaN	NaN	C	27408	74,1	71,0	56	59,3570439	24,7133164	6620139,45	1050984,63	61,1	333,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	63,1	21,9	-94,9	21,8	61,1	22,3	157,9	-1,5	333,1	62,4	20,0	-94,7	20,0	-15,7	20,0	155,6	-1,5	139,4	63,0	24,0	-94,5	23,5	59,8	24,3	157,7	-1,5	408,5	59,3	51,8	-88,6	47,3	-179,2	0,0	148,4	-1,5	0,0	63,0	13,0	-94,0	11,8	-178,6	25,2	157,7	-1,5	241,5	63,1	21,9	-94,9	21,8	61,1	22,3	157,9	-1,5	333,1	
530,0	1	529,0	1	530,0	21,7	157,8	-1,5	2000	NaN	NaN	C	27451	74,1	71,0	56	59,3570365	24,7133111	6620138,59	1050984,46	-93,5	319,2	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	63,5	21,4	-93,8	21,5	-93,5	21,7	157,8	-1,5	319,2	63,4	19,6	-93,4	19,6	-13,1	19,6	156,8	-1,6	131,3	63,4	23,8	-93,4	23,2	-93,1	24,0	156,8	-1,6	386,0	59,5	50,5	-88,2	46,7	-179,3	0,0	147,4	-1,6	0,0	63,4	12,8	-93,4	11,9	-177,4	24,9	156,8	-1,5	237,1	63,5	21,4	-93,8	21,5	-93,5	21,7	157,8	-1,5	319,2	
531,0	1	530,0	1	531,0	20,9	158,5	-1,5	2000	NaN	NaN	C	27500	74,1	71,0	56	59,3570279	24,7133049	6620137,58	1050984,25	-93,5	314,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	64,4	20,8	-94,8	20,8	-93,5	20,9	158,5	-1,5	314,7	64,4	18,7	-93,3	18,7	-12,8	18,7	157,0	-1,6	125,3	64,4	23,1	-93,3	23,0	63,7	23,2	156,9	-1,6	377,9	60,5	50,0	-88,6	46,6	-179,5	0,0	146,6	-1,6	0,0	64,4	12,3	-93,3	11,3	-178,3	24,4	156,5	-1,5	232,0	64,4	20,8	-94,8	20,8	-93,5	20,9	158,5	-1,5	314,7	
532,0	1	531,0	1	532,0	20,9	156,5	-1,5	2000	NaN	NaN	C	27549	74,1	71,0	56	59,3570192	24,7132988	6620136,57	1050984,05	-93,4	306,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	63,1	20,3	-93,4	20,8	-93,4	20,9	156,5	-1,5	306,6	63,1	19,1	-92,1	19,1	-12,8	19,1	155,8	-1,5	129,3	63,1	21,9	-92,6	22,2	-92,1	22,2	155,9	-1,5	352,8	59,2	49,2	-87,3	46,2	-179,6	0,0	146,5	-1,5	0,0	63,1	11,9	-92,1	11,5	-176,8	23,2	155,8	-1,5	224,5	63,1	20,3	-93,4	20,8	-93,4	20,9	156,5	-1,5	306,6	
533,0	1	532,0	1	533,0	21,8	156,4	-1,6	2000	NaN	NaN	C	27605	74,1	71,0	56	59,3570094	24,7132918	6620135,42	1050983,81	-92,0	320,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	63,4	20,8	-92,1	21,7	-92,0	21,8	156,4	-1,6	320,4	63,4	19,4	-92,0	19,4	-12,8	19,4	156,1	-1,6	129,2	63,4	23,1	-92,0	23,7	-89,6	24,0	156,1	-1,6	388,8	60,4	51,1	-87,9	47,5	-179,3	0,0	148,0	-1,6	0,0	63,4	12,2	-92,0	12,1	-179,1	24,6	156,1	-1,6	232,1	63,4	20,8	-92,1	21,7	-92,0	21,8	156,4	-1,6	320,4	
534,0	1	533,0	1	534,0	22,4	157,1	-1,7	2000	NaN	NaN	C	27647	74,1	71,0	56	59,3570020	24,7132865	6620134,56	1050983,63	-92,0	322,8	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	64,3	21,1	-92,3	22,4	-92,0	22,4	157,1	-1,7	322,8	63,8	19,6	-92,2	19,6	-6,3	19,6	155,7	-1,7	130,1	63,8	23,3	-92,2	24,6	-91,9	24,6	155,7	-1,7	397,5	60,1	50,7	-87,0	48,2	-179,9	0,0	146,6	-1,7	0,0	63,8	12,5	-92,2	12,5	-177,7	25,8	155,7	-1,7	239,6	64,3	21,1	-92,3	22,4	-92,0	22,4	157,1	-1,7	322,8	
535,0	1	534,0	1	535,0	23,7	157,7	-1,8	2000	NaN	NaN	C	27695	74,1	71,0	56	59,3569945	24,7132812	6620133,69	1050983,45	-93,4	344,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	64,3	21,8	-93,4	23,7	-93,4	23,7	157,7	-1,8	344,1	64,3	21,4	-93,1	21,4	-8,6	21,4	157,6	-1,7	150,5	63,7	23,2	-93,1	25,1	-93,1	25,1	156,8	-1,7	385,2	60,5	50,2	-86,5	48,7	-179,8	0,0	146,8	-1,7	0,0	64,3	12,5	-93,1	13,3	-176,4	26,0	157,6	-1,8	248,7	64,3	21,8	-93,4	23,7	-93,4	23,7	157,7	-1,8	344,1	
536,0	1	535,0	1	536,0	23,0	159,5	-1,8	2000	NaN	NaN	C	27744	74,2	71,0	56	59,3569859	24,7132751	6620132,69	1050983,25	-92,4	337,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	66,8	21,6	-92,7	23,0	-92,4	23,0	159,5	-1,8	337,9	66,8	20,9	-91,9	20,9	-9,2	20,9	158,7	-1,8	144,4	66,8	23,5	-92,5	24,6	-91,9	24,6	159,3	-1,8	393,4	63,1	50,4	-87,7	48,4	-179,7	0,0	150,6	-1,8	0,0	66,8	12,5	-92,5	12,8	-176,8	25,1	159,3	-1,8	243,6	66,8	21,6	-92,7	23,0	-92,4	23,0	159,5	-1,8	337,9	
537,0	1	536,0	1	537,0	24,2	157,2	-1,8	2000	NaN	NaN	C	27793	74,2	71,0	56	59,3569773	24,7132689	6620131,68	1050983,04	-92,5	347,8	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	66,2	22,0	-92,5	24,2	-92,5	24,2	157,2	-1,8	347,8	66,1	21,0	-90,6	21,0	-8,6	21,0	156,1	-1,8	142,3	66,1	24,2	-90,6	26,1	-90,6	26,1	156,1	-1,8	413,1	62,3	52,3	-86,3	50,4	-179,6	0,0	148,2	-1,8	0,0	66,1	12,4	-90,6	13,4	-176,1	26,6	156,1	-1,8	254,9	66,2	22,0	-92,5	24,2	-92,5	24,2	157,2	-1,8	347,8	
538,0	1	537,0	1	538,0	23,5	158,7	-1,9	2000	NaN	NaN	C	27842	74,2	71,0	56	59,3569686	24,7132628	6620130,67	1050982,84	-91,8	329,2	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	66,2	20,8	-91,8	23,5	-91,8	23,5	158,7	-1,9	329,2	66,2	20,4	-89,7	20,4	-8,0	20,4	156,5	-1,8	133,5	66,2	22,6	-91,0	25,0	-91,0	25,0	157,2	-1,8	383,0	63,5	49,7	-84,3	49,4	-179,5	0,0	147,8	-1,8	0,0	66,2	11,8	-90,5	13,3	-176,8	25,6	156,7	-1,9	244,6	66,2	20,8	-91,8	23,5	-91,8	23,5	158,7	-1,9	329,2	
539,0	1	538,0	1	539,0	24,3	157,5	-1,9	2000	NaN	NaN	C	27890	74,2	71,0	57	59,3569600	24,7132567	6620129,67	1050982,63	-91,1	338,8	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	66,3	20,7	-91,1	24,3	-91,1	24,3	157,5	-1,9	338,8	66,9	21,9	-90,5	21,9	-7,4	21,9	157,2	-1,8	150,2	66,3	22,0	-91,0	25,2	-91,0	25,2	157,2	-1,8	366,4	64,2	49,3	-86,3	49,3	-179,4	0,0	150,6	-1,8	0,0	66,3	11,8	-91,0	13,7	-177,0	25,8	157,2	-1,9	247,4	66,3	20,7	-91,1	24,3	-91,1	24,3	157,5	-1,9	338,8	
540,0	1	539,0	1	540,0	24,5	158,6	-1,9	2000	NaN	NaN	C	27939	74,2	71,0	57	59,3569525	24,7132514	6620128,80	1050982,46	-91,1	336,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	66,3	20,7	-91,1	24,5	-91,1	24,5	158,6	-1,9	336,6	66,3	22,0	-89,8	22,0	-5,0	22,0	158,0	-1,7	154,7	66,3	21,6	-89,8	25,6	-89,8	25,6	158,0	-1,7	363,3	64,4	49,3	-85,7	49,6	-179,4	0,0	150,1	-1,7	0,0	66,3	11,7	-89,8	13,9	-174,6	26,2	158,0	-1,9	242,4	66,3	20,7	-91,1	24,5	-91,1	24,5	158,6	-1,9	336,6	
541,0	1	540,0	1	541,0	23,8	157,2	-1,8	2000	NaN	NaN	C	27987	74,2	71,0	56	59,3569439	24,7132453	6620127,80	1050982,25	-90,5	338,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	66,9	21,3	-90,5	23,8	-90,5	23,8	157,2	-1,8	338,4	67,6	20,6	-89,6	20,6	-6,8	20,6	157,1	-1,6	138,1	66,3	23,0	-90,5	26,0	-90,5	26,0	156,1	-1,6	405,9	62,4	51,2	-87,0	50,3	-179,5	0,0	148,7	-1,6	0,0	66,3	12,0	-90,5	13,7	-174,2	26,2	156,1	-1,8	246,2	66,9	21,3	-90,5	23,8	-90,5	23,8	157,2	-1,8	338,4	
542,0	1	541,0	1	542,0	23,4	158,9	-1,8	2000	NaN	NaN	C	28036	74,2	71,0	56	59,3569352	24,7132391	6620126,79	1050982,04	-91,2	313,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	68,1	20,0	-91,2	23,4	-91,2	23,4	158,9	-1,8	313,4	68,1	19,9	-90,6	19,9	-12,2	19,9	158,8	-1,7	135,9	66,9	22,0	-91,2	25,3	-91,2	25,3	156,9	-1,7	375,1	64,9	49,5	-86,5	49,5	-179,7	0,0	150,7	-1,7	0,0	66,9	11,5	-91,2	13,8	-173,5	25,8	156,9	-1,8	241,8	68,1	20,0	-91,2	23,4	-91,2	23,4	158,9	-1,8	313,4	
543,0	1	542,0	1	543,0	23,3	158,9	-1,7	2000	NaN	NaN	C	28084	74,2	71,0	56	59,3569266	24,7132329	6620125,78	1050981,83	-89,3	313,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	69,5	19,9	-89,3	23,3	-89,3	23,3	158,9	-1,7	313,0	69,5	20,3	-87,8	20,3	-9,2	20,3	156,7	-1,6	133,2	69,5	21,8	-87,9	25,2	-87,9	25,2	157,3	-1,6	373,0	63,0	48,9	-85,2	49,5	-179,8	0,0	148,6	-1,6	0,0	69,5	11,6	-87,8	13,7	-172,6	25,6	157,3	-1,7	238,1	69,5	19,9	-89,3	23,3	-89,3	23,3	158,9	-1,7	313,0	
544,0	1	543,0	1	544,0	23,1	158,7	-1,7	2000	NaN	NaN	C	28133	74,2	71,0	56	59,3569179	24,7132267	6620124,77	1050981,63	-89,8	305,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	69,4	19,9	-89,8	23,1	-89,8	23,1	158,7	-1,7	305,5	69,4	20,2	-87,7	20,2	-12,7	20,2	156,5	-1,5	133,5	69,0	21,2	-88,9	24,4	-88,9	24,4	156,7	-1,5	353,0	63,7	48,2	-84,4	48,8	-179,7	0,0	147,4	-1,5	0,0	69,0	11,4	-88,9	13,7	-171,4	24,8	156,7	-1,7	236,7	69,4	19,9	-89,8	23,1	-89,8	23,1	158,7	-1,7	305,5	
545,0	1	544,0	1	545,0	23,7	158,6	-1,7	2000	NaN	NaN	C	28174	74,2	71,0	56	59,3569118	24,7132223	6620124,05	1050981,48	-89,4	316,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	69,2	20,4	-89,4	23,7	-89,4	23,7	158,6	-1,7	316,0	69,2	20,6	-88,9	20,6	-11,8	20,6	158,0	-1,5	139,9	69,1	22,0	-89,2	25,7	-89,2	25,7	158,2	-1,5	376,0	64,0	49,4	-85,4	49,8	-179,5	0,0	149,4	-1,5	0,0	69,1	11,6	-88,9	14,3	-170,1	26,0	158,0	-1,7	242,5	69,2	20,4	-89,4	23,7	-89,4	23,7	158,6	-1,7	316,0	
546,0	1	545,0	1	546,0	23,3	158,4	-1,6	2000	NaN	NaN	C	28229	74,2	71,0	56	59,3569019	24,7132153	6620122,90	1050981,24	-89,5	314,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	69,1	20,0	-89,5	23,3	-89,5	23,3	158,4	-1,6	314,3	69,1	20,3	-89,5	20,3	-9,8	20,3	158,0	-1,4	138,5	68,5	21,3	-89,5	24,6	-89,5	24,6	158,0	-1,4	362,5	63,7	48,6	-84,7	48,9	-179,8	0,0	148,5	-1,4	0,0	68,5	11,5	-89,5	13,9	-171,3	25,0	158,0	-1,6	237,9	69,1	20,0	-89,5	23,3	-89,5	23,3	158,4	-1,6	314,3	
