ViaPPS produsert fil	: Filversjon 1.21
F.ID.	: Rosita_NO_001
ViaPPS software versjon	: 8.9.12.1

Rapportdato				: 26.03.2026 13:24:47
Filnavn					: PPS_Fy01_1_1_m00000-1_m00898_felt1___20260313-145521.txt
Mappe					: D:\ViaPPS_RBS\RAW_DATA\Fy001_1_hp1_f1_20260313-145521

ViaPPS opptakerversjon	: 8.5.6.0 - 01.06.2016 13:21:02

Sjåfør					: Egon
Bilnummer				: 
UtstyrsID				: VIATECH
Utstyrsmerknader		: 
Opptaksdato				: 13.03.2026 14:55:21
Formål					: 
Måleserienummer					: 1
Målingskommentarer		: 
Målingslengde			: 898
Værkommentarer			: 
Teksturlaserposisjon	: Y

Beregningsintervall [m]	: 1
Rettholt venstre [m]	: Bunnrettholt : -1,8[m]  Snorholt : -1,8[m]  Regresjonsholt : -1,8[m]
Rettholt høyre [m]		: Bunnrettholt :  1,8[m]  Snorholt :  1,8[m]  Regresjonsholt :  1,8[m]
Filter orden [punkter]	: 11
Profil snittlengde [m]	: 0,0
Metodefil versjon/dato	: Ikke tilgjengelig
Beregningskommentaer	: Beregningstype=CEN_13036_8, Midlingsalgoritme=ChebyshevFilter, AntallMidledeProfiler=1, Rettholtlengdetype=Fast lengde, Sporryggdeteksjon=Av
Kalibreringsdata	: Kalib.dato=19. juni 2025 09:11:30, Pulser=1203,835000, Rull=0,000000, Stamp=-0,033432, ScannerRull=-0,006738
Tverrfallskalibreringsdata	: 13. mars 2026 14:35:31
Sensormontasjedata1	: Imu=-1,60[m], ProfileScanner=-3,60[m], TeksturLaser=2,26[m]
Sensormontasjedata2	: GnssDx=-1,92[m], GnssDy=-0,28[m], GnssDz=-2,29[m]
Sensormontasjedata3	: GnssImuDx=-0,03[m], GnssImuDy=0,33[m], GnssImuDz=1,51[m]

Vegnett fylkesversjon			: 
Vegnett serverversjon			: 
Vegnett genereringsappliksajonsversjon	: 

Startposisjon:
Fylke			: 1
Veg				: 1
Strekning		: 1
Vegmeter		: 0
Kjørefelt		: 1
Stedsnavn		: 

Stopposisjon:
Fylke			: 1
Veg				: 1
Strekning		: 1
Vegmeter		: 898,730734351469
Kjørefelt		: 1
Stedsnavn		: 

Vegnettnoder
Nodenr	: Lengde [m]	: Fylke []	: Stedsnavn []	: Vegnavn []	: Hp []	: Fra Vegmeter [m]	: Til Vegmeter [m]	: 
Node0	: 898	: 1	: 	: 1	: 1	: -1	: 899

Justeringsnoder
Justeringnr	: Distanse [m]	: Justering [m]

Utkjørt meter [m]	Fra strekning []	Fra vegmeter [m]	Til strekning []	Til vegmeter [m]	Spordybde [mm]	Sporbredde [cm]	Tverrfall [%]	Kurveradius [m]	IRI [mm/m]	MPD [mm]	Beregningsmetode []	Tid [ms]	Hastighet [km/t]	Høyde [m]	Signalkvalitet [%]	Breddegrad [°]	Lengdegrad [°]	Sone 33V N [m]	Sone 33V Ø [m]	Sporposisjon [cm]	Areal [cm^2]	Pause []	Pos. asfalt kant [cm]	Pos. kantlinje [cm]	Type kantlinje []	Kval. kantlinje [%]	Pos. midtlinje [cm]	Type midtlinje []	Kval. midtlinje [%]	Pos. ekstra midtlinje [cm]	Type ekstra midtlinje []	Kval. ekstra midtlinje [%]	CEN 13036 Høyre sporposisjon [cm]	CEN 13036 Høyre spordybde [mm]	CEN 13036 Venstre sporposisjon [cm]	CEN 13036 Venstre spordybde [mm]	CEN 13036 Max sporposisjon [cm]	CEN 13036 Max spordybde [mm]	CEN 13036 Sporbredde [cm]	CEN 13036 Tverrfall [%]	CEN 13036 Areal [cm^2]	Bunn Høyre sporposisjon [cm]	Bunn Høyre spordybde [mm]	Bunn Venstre sporposisjon [cm]	Bunn Venstre spordybde [mm]	Bunn Max sporposisjon [cm]	Bunn Max spordybde [mm]	Bunn Sporbredde [cm]	Bunn Tverrfall [%]	Bunn Areal [cm^2]	Snor Høyre sporposisjon [cm]	Snor Høyre spordybde [mm]	Snor Venstre sporposisjon [cm]	Snor Venstre spordybde [mm]	Snor Max sporposisjon [cm]	Snor Max spordybde [mm]	Snor Sporbredde [cm]	Snor Tverrfall [%]	Snor Areal [cm^2]	Krum Høyre sporposisjon [cm]	Krum Høyre spordybde [mm]	Krum Venstre sporposisjon [cm]	Krum Venstre spordybde [mm]	Krum Max sporposisjon [cm]	Krum Max spordybde [mm]	Krum Sporbredde [cm]	Krum Tverrfall [%]	Krum Areal [cm^2]	Regresjon Høyre sporposisjon [cm]	Regresjon Høyre spordybde [mm]	Regresjon Venstre sporposisjon [cm]	Regresjon Venstre spordybde [mm]	Regresjon Max sporposisjon [cm]	Regresjon Max spordybde [mm]	Regresjon Sporbredde [cm]	Regresjon Tverrfall [%]	Regresjon Areal [cm^2]	Metode Høyre sporposisjon [cm]	Metode Høyre spordybde [mm]	Metode Venstre sporposisjon [cm]	Metode Venstre spordybde [mm]	Metode Max sporposisjon [cm]	Metode Max spordybde [mm]	Metode Sporbredde [cm]	Metode Tverrfall [%]	Metode Areal [cm^2]	
405,0	1	404,0	1	405,0	21,0	161,3	-2,3	2000	NaN	NaN	C	21786	73,2	71,3	56	59,3580882	24,7140765	6620261,24	1051010,55	-59,7	311,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	100,4	20,6	-60,6	21,0	-59,7	21,0	161,3	-2,3	311,5	98,8	19,2	-60,6	19,2	12,9	19,2	159,6	-2,1	131,0	98,8	21,7	-60,6	23,0	-60,3	23,0	159,6	-2,1	374,3	91,7	45,0	-57,4	51,2	-179,1	0,0	148,1	-2,1	0,0	98,8	10,0	-60,6	13,2	179,8	26,9	159,6	-2,3	218,3	100,4	20,6	-60,6	21,0	-59,7	21,0	161,3	-2,3	311,5	
406,0	1	405,0	1	406,0	21,0	159,3	-2,2	2000	NaN	NaN	C	21842	73,2	71,3	56	59,3580785	24,7140695	6620260,11	1051010,30	16,8	313,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	98,4	20,9	-60,9	20,8	16,8	21,0	159,3	-2,2	313,1	96,8	19,2	-60,9	19,2	8,2	19,2	158,5	-2,0	132,4	96,7	22,6	-60,9	22,6	-59,3	22,7	157,6	-2,0	368,6	91,6	45,7	-57,5	50,7	-179,3	0,0	149,1	-2,0	0,0	95,7	9,9	-60,9	13,2	179,6	27,4	157,8	-2,2	219,0	98,4	20,9	-60,9	20,8	16,8	21,0	159,3	-2,2	313,1	
407,0	1	406,0	1	407,0	21,2	159,9	-2,3	2000	NaN	NaN	C	21891	73,2	71,3	56	59,3580699	24,7140633	6620259,11	1051010,10	91,9	315,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	98,0	21,1	-63,0	20,7	91,9	21,2	159,9	-2,3	315,7	98,0	19,5	-61,8	19,5	12,6	19,5	159,9	-2,1	135,6	98,0	22,3	-61,8	22,4	91,9	22,4	159,9	-2,1	354,8	89,5	45,1	-57,3	50,0	-179,3	0,0	149,8	-2,1	0,0	97,5	10,3	-63,0	13,2	179,3	26,9	159,9	-2,3	222,6	98,0	21,1	-63,0	20,7	91,9	21,2	159,9	-2,3	315,7	
408,0	1	407,0	1	408,0	21,5	161,6	-2,4	2000	NaN	NaN	C	21939	73,2	71,3	56	59,3580614	24,7140571	6620258,12	1051009,88	97,4	319,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	97,4	21,2	-63,7	21,3	97,4	21,5	161,6	-2,4	319,0	97,4	19,5	-63,5	19,5	10,9	19,5	159,8	-2,1	135,1	97,4	23,1	-63,5	23,7	-62,5	23,7	159,8	-2,1	383,1	90,4	45,8	-58,6	51,3	-179,4	0,0	149,7	-2,1	0,0	96,7	10,3	-63,5	13,5	179,0	27,6	158,9	-2,4	220,4	97,4	21,2	-63,7	21,3	97,4	21,5	161,6	-2,4	319,0	
409,0	1	408,0	1	409,0	21,8	164,5	-2,4	2000	NaN	NaN	C	21988	73,2	71,3	56	59,3580529	24,7140508	6620257,12	1051009,67	-64,4	325,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	99,6	21,1	-64,9	21,6	-64,4	21,8	164,5	-2,4	325,6	99,5	19,0	-64,3	19,0	7,3	19,0	162,6	-2,1	139,3	98,7	23,0	-64,3	24,1	-64,3	24,1	162,6	-2,1	413,0	91,1	46,5	-59,2	52,5	-179,4	0,0	151,5	-2,1	0,0	98,7	10,1	-64,3	13,3	179,2	27,3	162,6	-2,4	223,8	99,6	21,1	-64,9	21,6	-64,4	21,8	164,5	-2,4	325,6	
410,0	1	409,0	1	410,0	22,1	161,1	-2,3	2000	NaN	NaN	C	22036	73,3	71,3	56	59,3580456	24,7140455	6620256,27	1051009,49	-64,4	343,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	96,7	20,8	-64,4	22,1	-64,4	22,1	161,1	-2,3	343,4	96,6	19,3	-61,8	19,3	6,7	19,3	157,9	-2,1	129,0	96,1	23,4	-63,8	25,5	-63,8	25,5	160,4	-2,1	435,6	91,0	47,1	-59,3	53,9	-179,5	0,0	149,6	-2,1	0,0	96,1	10,1	-64,4	13,4	179,7	27,3	160,4	-2,3	222,3	96,7	20,8	-64,4	22,1	-64,4	22,1	161,1	-2,3	343,4	
411,0	1	410,0	1	411,0	20,7	160,4	-2,3	2000	NaN	NaN	C	22091	73,3	71,3	56	59,3580359	24,7140384	6620255,14	1051009,25	-63,4	302,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	96,7	19,5	-64,1	20,7	-63,4	20,7	160,4	-2,3	302,0	96,7	18,7	-63,8	18,7	10,8	18,7	159,4	-2,1	125,8	95,9	20,6	-63,8	22,5	-63,8	22,5	159,7	-2,1	354,7	87,5	43,6	-59,3	50,3	-179,4	0,0	147,5	-2,1	0,0	95,9	9,3	-64,1	13,0	179,4	25,4	160,4	-2,3	215,1	96,7	19,5	-64,1	20,7	-63,4	20,7	160,4	-2,3	302,0	
412,0	1	411,0	1	412,0	20,8	160,4	-2,4	2000	NaN	NaN	C	22140	73,2	71,3	56	59,3580273	24,7140322	6620254,14	1051009,04	-64,4	303,2	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	96,0	19,2	-64,4	20,8	-64,4	20,8	160,4	-2,4	303,2	96,0	18,2	-62,4	18,2	11,4	18,2	158,5	-2,2	125,3	94,5	21,3	-64,3	22,9	-64,3	22,9	158,8	-2,2	376,8	88,3	45,2	-60,6	51,3	-179,7	0,0	149,5	-2,2	0,0	94,5	9,2	-64,4	13,1	179,8	26,0	159,4	-2,4	214,6	96,0	19,2	-64,4	20,8	-64,4	20,8	160,4	-2,4	303,2	
413,0	1	412,0	1	413,0	20,1	162,7	-2,5	2000	NaN	NaN	C	22188	73,3	71,3	56	59,3580188	24,7140260	6620253,15	1051008,82	-63,8	288,8	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	98,3	19,2	-65,6	19,6	-63,8	20,1	162,7	-2,5	288,8	95,9	17,8	-62,9	17,8	14,4	17,8	159,4	-2,3	121,5	95,4	20,6	-62,9	21,6	-61,8	22,2	158,3	-2,3	346,2	87,6	43,7	-59,9	48,1	-179,3	0,0	147,5	-2,3	0,0	95,3	9,2	-63,8	12,4	179,5	25,4	159,8	-2,5	208,5	98,3	19,2	-65,6	19,6	-63,8	20,1	162,7	-2,5	288,8	
414,0	1	413,0	1	414,0	19,7	163,9	-2,6	2000	NaN	NaN	C	22236	73,3	71,3	56	59,3580115	24,7140207	6620252,29	1051008,64	-65,0	284,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	97,4	19,1	-65,0	19,7	-65,0	19,7	163,9	-2,6	284,4	95,4	17,9	-65,0	17,9	5,5	17,9	161,2	-2,4	121,8	95,4	20,9	-65,0	21,6	-65,0	21,6	160,3	-2,4	336,4	90,5	43,5	-59,9	48,2	-179,5	0,0	151,0	-2,4	0,0	95,4	9,6	-65,0	12,7	179,6	25,0	159,7	-2,6	205,7	97,4	19,1	-65,0	19,7	-65,0	19,7	163,9	-2,6	284,4	
415,0	1	414,0	1	415,0	20,2	162,3	-2,5	2000	NaN	NaN	C	22285	73,3	71,3	56	59,3580030	24,7140145	6620251,30	1051008,43	-64,5	290,8	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	96,6	18,7	-65,0	20,0	-64,5	20,2	162,3	-2,5	290,8	95,8	18,3	-63,1	18,3	4,9	18,3	159,2	-2,4	123,7	95,8	20,2	-63,8	22,3	-63,8	22,3	159,6	-2,4	345,8	86,8	43,1	-60,5	48,6	-179,4	0,0	148,0	-2,4	0,0	95,8	9,2	-64,4	12,7	179,7	25,0	160,3	-2,5	209,0	96,6	18,7	-65,0	20,0	-64,5	20,2	162,3	-2,5	290,8	
416,0	1	415,0	1	416,0	20,3	162,3	-2,6	2000	NaN	NaN	C	22333	73,3	71,3	56	59,3579944	24,7140083	6620250,31	1051008,22	-65,0	297,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	96,7	19,8	-65,7	20,3	-65,0	20,3	162,3	-2,6	297,3	96,6	18,5	-65,0	18,5	4,9	18,5	161,7	-2,4	127,5	96,6	21,0	-65,0	21,7	-63,8	21,7	161,7	-2,4	346,1	91,0	44,6	-59,9	49,8	-179,3	0,0	150,4	-2,4	0,0	96,0	10,0	-65,0	12,7	179,1	25,0	161,7	-2,6	212,7	96,7	19,8	-65,7	20,3	-65,0	20,3	162,3	-2,6	297,3	
417,0	1	416,0	1	417,0	20,7	163,0	-2,6	2000	NaN	NaN	C	22381	73,4	71,3	56	59,3579859	24,7140021	6620249,31	1051008,01	-66,3	304,8	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	96,1	20,1	-66,9	20,5	-66,3	20,7	163,0	-2,6	304,8	96,0	18,9	-65,6	18,9	4,4	18,9	161,6	-2,4	129,0	96,0	21,5	-65,6	22,0	-65,6	22,0	161,6	-2,4	348,4	89,0	45,0	-61,1	50,0	-179,3	0,0	150,9	-2,4	0,0	95,3	9,9	-66,3	12,8	179,1	25,5	161,5	-2,6	216,5	96,1	20,1	-66,9	20,5	-66,3	20,7	163,0	-2,6	304,8	
418,0	1	417,0	1	418,0	20,7	160,8	-2,5	2000	NaN	NaN	C	22429	73,4	71,3	56	59,3579786	24,7139968	6620248,46	1051007,83	-65,6	296,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	94,6	19,7	-66,2	20,3	-65,6	20,7	160,8	-2,5	296,3	94,6	19,0	-65,0	19,0	6,2	19,0	160,7	-2,3	130,3	94,6	21,1	-65,0	21,7	-63,7	22,1	160,7	-2,3	338,6	87,8	44,6	-63,0	49,2	-179,8	0,0	151,3	-2,3	0,0	94,6	10,1	-66,2	13,1	179,3	25,0	160,7	-2,5	216,3	94,6	19,7	-66,2	20,3	-65,6	20,7	160,8	-2,5	296,3	
419,0	1	418,0	1	419,0	20,2	160,7	-2,4	2000	NaN	NaN	C	22484	73,4	71,3	56	59,3579689	24,7139897	6620247,32	1051007,59	94,7	296,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	94,7	20,2	-66,6	19,6	94,7	20,2	160,7	-2,4	296,4	93,7	18,8	-65,6	18,8	2,9	18,8	159,3	-2,3	129,5	94,7	21,3	-65,6	21,1	94,7	21,3	159,3	-2,3	337,6	89,0	44,9	-61,4	48,9	-179,4	0,0	150,7	-2,3	0,0	93,7	10,2	-67,2	12,3	179,6	24,5	160,7	-2,4	213,9	94,7	20,2	-66,6	19,6	94,7	20,2	160,7	-2,4	296,4	
420,0	1	419,0	1	420,0	20,0	163,5	-2,4	2000	NaN	NaN	C	22525	73,4	71,3	56	59,3579615	24,7139844	6620246,47	1051007,40	11,5	298,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	94,3	19,8	-69,5	19,7	11,5	20,0	163,5	-2,4	298,7	93,2	18,7	-67,9	18,7	5,5	18,7	162,6	-2,2	132,3	94,3	21,1	-67,9	21,3	11,7	21,4	163,2	-2,2	340,9	87,2	44,9	-62,4	49,2	-179,5	0,0	148,2	-2,2	0,0	92,9	10,1	-68,9	12,3	179,7	24,7	161,8	-2,4	215,0	94,3	19,8	-69,5	19,7	11,5	20,0	163,5	-2,4	298,7	
421,0	1	420,0	1	421,0	20,3	165,2	-2,2	2000	NaN	NaN	C	22573	73,4	71,3	56	59,3579530	24,7139781	6620245,48	1051007,19	-65,0	298,8	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	95,1	20,1	-70,0	20,1	-65,0	20,3	165,2	-2,2	298,8	93,8	18,4	-68,8	18,4	8,5	18,4	162,5	-2,1	132,6	93,8	21,6	-68,8	22,2	-65,0	22,2	162,5	-2,1	351,2	86,0	45,7	-63,0	50,2	-179,9	0,0	149,0	-2,1	0,0	93,8	10,2	-68,8	12,6	179,5	25,0	161,8	-2,2	215,2	95,1	20,1	-70,0	20,1	-65,0	20,3	165,2	-2,2	298,8	
422,0	1	421,0	1	422,0	20,8	163,1	-2,1	2000	NaN	NaN	C	22621	73,4	71,3	56	59,3579457	24,7139728	6620244,62	1051007,01	-68,7	308,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	94,3	20,0	-68,7	20,6	-68,7	20,8	163,1	-2,1	308,5	94,3	19,0	-66,1	19,0	6,7	19,0	160,8	-1,9	132,0	94,3	21,3	-66,1	22,3	-65,6	22,4	160,8	-1,9	357,5	87,4	45,4	-63,0	50,3	-179,8	0,0	150,4	-1,9	0,0	94,3	9,9	-68,7	12,4	179,4	24,5	162,3	-2,1	215,2	94,3	20,0	-68,7	20,6	-68,7	20,8	163,1	-2,1	308,5	
423,0	1	422,0	1	423,0	20,4	159,9	-2,1	2000	NaN	NaN	C	22669	73,4	71,3	56	59,3579371	24,7139665	6620243,62	1051006,80	-66,8	304,2	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	93,8	19,6	-67,6	19,9	-66,8	20,4	159,9	-2,1	304,2	93,1	18,2	-67,5	18,2	3,8	18,2	159,9	-1,9	121,8	93,1	21,1	-67,4	21,6	-66,8	21,7	159,9	-1,9	360,1	86,1	45,3	-63,6	49,6	-179,5	0,0	149,7	-1,9	0,0	92,3	10,0	-67,6	12,1	179,5	24,2	158,5	-2,1	209,2	93,8	19,6	-67,6	19,9	-66,8	20,4	159,9	-2,1	304,2	
424,0	1	423,0	1	424,0	20,4	162,0	-2,1	2000	NaN	NaN	C	22731	73,4	71,3	56	59,3579262	24,7139585	6620242,34	1051006,52	91,7	317,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	93,1	19,9	-68,8	20,0	91,7	20,4	162,0	-2,1	317,7	93,1	18,6	-68,8	18,6	7,3	18,6	162,0	-1,9	135,6	93,0	21,5	-68,8	22,0	-68,2	22,1	161,8	-1,9	377,1	85,4	46,1	-63,0	50,1	-179,5	0,0	149,3	-1,9	0,0	93,0	9,8	-68,8	12,0	179,8	25,0	161,8	-2,1	210,6	93,1	19,9	-68,8	20,0	91,7	20,4	162,0	-2,1	317,7	
425,0	1	424,0	1	425,0	20,4	161,9	-2,0	2000	NaN	NaN	C	22779	73,5	71,3	56	59,3579188	24,7139532	6620241,49	1051006,34	-68,8	313,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	91,8	20,0	-68,9	20,2	-68,8	20,4	161,9	-2,0	313,7	91,8	18,6	-68,3	18,6	3,7	18,6	160,3	-1,8	135,3	91,8	21,9	-68,8	22,5	-68,2	22,5	160,3	-1,8	383,1	85,5	46,1	-63,1	49,6	-179,2	0,0	147,9	-1,8	0,0	91,1	10,1	-68,9	12,3	179,7	25,5	160,7	-2,0	216,1	91,8	20,0	-68,9	20,2	-68,8	20,4	161,9	-2,0	313,7	
426,0	1	425,0	1	426,0	20,1	162,4	-2,0	2000	NaN	NaN	C	22820	73,5	71,3	56	59,3579115	24,7139479	6620240,63	1051006,16	13,1	301,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	93,6	20,0	-68,8	19,5	13,1	20,1	162,4	-2,0	301,9	92,9	18,2	-68,4	18,2	2,0	18,2	161,7	-1,9	128,1	92,9	21,2	-68,4	21,8	13,1	21,9	161,7	-1,9	354,5	87,6	45,1	-63,3	48,8	-179,4	0,0	150,3	-1,9	0,0	92,4	10,1	-68,8	11,9	179,4	24,3	161,3	-2,0	211,4	93,6	20,0	-68,8	19,5	13,1	20,1	162,4	-2,0	301,9	
427,0	1	426,0	1	427,0	19,6	159,3	-2,0	2000	NaN	NaN	C	22868	73,5	71,3	56	59,3579029	24,7139417	6620239,63	1051005,95	90,3	300,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	91,2	19,6	-68,8	19,4	90,3	19,6	159,3	-2,0	300,5	91,2	18,4	-68,2	18,4	5,6	18,4	159,3	-1,8	125,6	91,2	21,0	-68,2	20,7	90,3	21,1	159,2	-1,8	336,6	83,5	45,5	-64,9	48,0	-179,5	0,0	147,6	-1,8	0,0	91,2	9,7	-68,8	11,9	179,6	23,9	159,3	-2,0	206,9	91,2	19,6	-68,8	19,4	90,3	19,6	159,3	-2,0	300,5	
428,0	1	427,0	1	428,0	19,9	161,3	-1,9	2000	NaN	NaN	C	22916	73,5	71,3	55	59,3578944	24,7139354	6620238,64	1051005,74	-67,0	301,8	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	93,8	19,4	-68,1	19,7	-67,0	19,9	161,3	-1,9	301,8	93,8	18,5	-68,1	18,5	7,3	18,5	161,3	-1,8	135,1	93,2	20,4	-68,1	21,0	-66,9	21,0	159,5	-1,8	339,1	85,4	44,5	-64,9	47,8	-179,4	0,0	150,0	-1,8	0,0	91,1	9,7	-68,2	11,8	178,3	23,3	159,9	-1,9	210,9	93,8	19,4	-68,1	19,7	-67,0	19,9	161,3	-1,9	301,8	
429,0	1	428,0	1	429,0	20,5	160,8	-2,0	2000	NaN	NaN	C	22971	73,5	71,3	55	59,3578858	24,7139292	6620237,64	1051005,52	-67,9	313,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	91,0	19,4	-69,4	20,1	-67,9	20,5	160,8	-2,0	313,3	91,0	18,6	-68,2	18,6	6,4	18,6	159,8	-1,8	128,4	91,0	20,8	-68,5	21,8	-67,9	21,8	159,8	-1,8	357,8	82,4	45,3	-64,3	49,3	-179,4	0,0	148,3	-1,8	0,0	91,0	9,8	-68,5	12,1	179,5	24,1	159,8	-2,0	212,6	91,0	19,4	-69,4	20,1	-67,9	20,5	160,8	-2,0	313,3	
430,0	1	429,0	1	430,0	21,1	164,5	-2,1	2000	NaN	NaN	C	23019	73,5	71,3	56	59,3578773	24,7139230	6620236,64	1051005,31	-70,7	318,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	93,0	19,7	-70,7	21,1	-70,7	21,1	164,5	-2,1	318,0	92,4	18,7	-69,5	18,7	2,0	18,7	161,6	-1,9	133,6	92,4	20,9	-69,5	23,4	-69,5	23,4	161,2	-1,9	378,0	84,1	45,5	-64,9	50,5	-179,6	0,0	147,9	-1,9	0,0	92,3	9,8	-69,5	12,6	177,8	24,5	161,9	-2,1	213,9	93,0	19,7	-70,7	21,1	-70,7	21,1	164,5	-2,1	318,0	
431,0	1	430,0	1	431,0	20,5	162,3	-2,1	2000	NaN	NaN	C	23067	73,5	71,3	56	59,3578687	24,7139168	6620235,64	1051005,10	-70,8	316,8	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	89,7	19,4	-72,6	20,5	-70,8	20,5	162,3	-2,1	316,8	89,4	18,7	-70,7	18,7	4,4	18,7	160,3	-2,0	133,5	89,0	21,2	-70,8	22,5	-70,7	22,5	160,3	-2,0	372,7	81,4	45,8	-66,1	49,5	-179,5	0,0	148,8	-2,0	0,0	89,0	9,9	-70,8	12,1	179,3	23,6	160,3	-2,1	213,8	89,7	19,4	-72,6	20,5	-70,8	20,5	162,3	-2,1	316,8	
432,0	1	431,0	1	432,0	21,2	162,4	-2,1	2000	NaN	NaN	C	23114	73,5	71,3	56	59,3578614	24,7139114	6620234,79	1051004,92	-69,4	332,0	False	NaN	174,7	_	18	NaN	_	NaN	NaN	_	NaN	91,1	20,8	-71,3	21,1	-69,4	21,2	162,4	-2,1	332,0	90,9	18,3	-70,7	18,3	6,7	18,3	161,0	-2,0	129,3	90,9	23,7	-70,7	23,8	-70,1	23,8	161,0	-2,0	421,0	82,0	48,1	-65,5	51,2	-179,5	0,0	147,4	-2,0	0,0	90,9	10,2	-70,7	12,4	179,4	26,8	161,0	-2,1	218,6	91,1	20,8	-71,3	21,1	-69,4	21,2	162,4	-2,1	332,0	
433,0	1	432,0	1	433,0	21,2	164,8	-2,2	2000	NaN	NaN	C	23162	73,5	71,3	56	59,3578528	24,7139052	6620233,79	1051004,71	-72,0	337,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	90,9	21,0	-73,4	20,8	-72,0	21,2	164,8	-2,2	337,7	88,9	18,1	-71,2	18,1	3,2	18,1	160,1	-2,1	124,5	88,9	23,8	-71,2	24,5	-68,1	24,6	160,1	-2,1	434,9	82,6	48,1	-66,0	51,6	-179,4	0,0	148,8	-2,1	0,0	88,9	10,3	-71,3	12,0	179,3	26,3	160,4	-2,2	223,0	90,9	21,0	-73,4	20,8	-72,0	21,2	164,8	-2,2	337,7	
434,0	1	433,0	1	434,0	21,7	159,6	-2,4	2000	NaN	NaN	C	23217	73,6	71,3	56	59,3578431	24,7138981	6620232,65	1051004,46	-72,0	328,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	88,8	19,8	-72,6	21,7	-72,0	21,7	159,6	-2,4	328,0	88,8	18,4	-70,5	18,4	5,8	18,4	159,1	-2,2	123,1	88,8	22,2	-71,0	24,8	-71,0	24,8	159,4	-2,2	424,1	81,7	47,2	-67,5	52,0	-179,4	0,0	149,0	-2,2	0,0	88,8	10,1	-71,0	12,9	179,3	25,6	159,4	-2,4	224,7	88,8	19,8	-72,6	21,7	-72,0	21,7	159,6	-2,4	328,0	
435,0	1	434,0	1	435,0	21,9	161,4	-2,4	2000	NaN	NaN	C	23264	73,6	71,3	56	59,3578357	24,7138927	6620231,80	1051004,28	-72,6	323,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	88,9	20,0	-72,6	21,9	-72,6	21,9	161,4	-2,4	323,3	88,3	18,3	-71,4	18,3	-0,4	18,3	158,9	-2,1	125,3	86,7	22,3	-71,4	25,0	-71,4	25,0	157,5	-2,1	424,1	81,2	47,5	-65,5	52,2	-179,4	0,0	147,3	-2,1	0,0	86,7	10,2	-71,4	13,2	178,6	25,8	157,5	-2,4	223,3	88,9	20,0	-72,6	21,9	-72,6	21,9	161,4	-2,4	323,3	
436,0	1	435,0	1	436,0	22,3	158,6	-2,2	2000	NaN	NaN	C	23312	73,6	71,3	56	59,3578272	24,7138864	6620230,80	1051004,06	-70,0	338,6	False	NaN	174,2	_	27	NaN	_	NaN	NaN	_	NaN	87,4	20,6	-70,0	22,3	-70,0	22,3	158,6	-2,2	338,6	86,0	18,5	-69,3	18,5	-1,5	18,5	156,0	-2,0	120,1	86,0	24,0	-69,9	26,1	-69,9	26,1	156,0	-2,0	446,2	82,0	48,4	-67,4	53,0	-179,3	0,0	148,7	-2,0	0,0	86,0	10,3	-70,0	13,4	179,0	27,1	156,0	-2,2	225,2	87,4	20,6	-70,0	22,3	-70,0	22,3	158,6	-2,2	338,6	
