ViaPPS produsert fil	: Filversjon 1.21
F.ID.	: Rosita_NO_001
ViaPPS software versjon	: 8.9.12.1

Rapportdato				: 26.03.2026 13:24:47
Filnavn					: PPS_Fy01_1_1_m00000-1_m00901_felt1___20260313-145014.txt
Mappe					: D:\ViaPPS_RBS\RAW_DATA\Fy001_1_hp1_f1_20260313-145014

ViaPPS opptakerversjon	: 8.5.6.0 - 01.06.2016 13:21:02

Sjåfør					: Egon
Bilnummer				: 
UtstyrsID				: VIATECH
Utstyrsmerknader		: 
Opptaksdato				: 13.03.2026 14:50:14
Formål					: 
Måleserienummer					: 1
Målingskommentarer		: 
Målingslengde			: 901
Værkommentarer			: 
Teksturlaserposisjon	: Y

Beregningsintervall [m]	: 1
Rettholt venstre [m]	: Bunnrettholt : -1,8[m]  Snorholt : -1,8[m]  Regresjonsholt : -1,8[m]
Rettholt høyre [m]		: Bunnrettholt :  1,8[m]  Snorholt :  1,8[m]  Regresjonsholt :  1,8[m]
Filter orden [punkter]	: 11
Profil snittlengde [m]	: 0,0
Metodefil versjon/dato	: Ikke tilgjengelig
Beregningskommentaer	: Beregningstype=CEN_13036_8, Midlingsalgoritme=ChebyshevFilter, AntallMidledeProfiler=1, Rettholtlengdetype=Fast lengde, Sporryggdeteksjon=Av
Kalibreringsdata	: Kalib.dato=19. juni 2025 09:11:30, Pulser=1203,835000, Rull=0,000000, Stamp=-0,033432, ScannerRull=-0,006738
Tverrfallskalibreringsdata	: 13. mars 2026 14:35:31
Sensormontasjedata1	: Imu=-1,60[m], ProfileScanner=-3,60[m], TeksturLaser=2,26[m]
Sensormontasjedata2	: GnssDx=-1,92[m], GnssDy=-0,28[m], GnssDz=-2,29[m]
Sensormontasjedata3	: GnssImuDx=-0,03[m], GnssImuDy=0,33[m], GnssImuDz=1,51[m]

Vegnett fylkesversjon			: 
Vegnett serverversjon			: 
Vegnett genereringsappliksajonsversjon	: 

Startposisjon:
Fylke			: 1
Veg				: 1
Strekning		: 1
Vegmeter		: 0
Kjørefelt		: 1
Stedsnavn		: 

Stopposisjon:
Fylke			: 1
Veg				: 1
Strekning		: 1
Vegmeter		: 901,104582542458
Kjørefelt		: 1
Stedsnavn		: 

Vegnettnoder
Nodenr	: Lengde [m]	: Fylke []	: Stedsnavn []	: Vegnavn []	: Hp []	: Fra Vegmeter [m]	: Til Vegmeter [m]	: 
Node0	: 900	: 1	: 	: 1	: 1	: -1	: 902

Justeringsnoder
Justeringnr	: Distanse [m]	: Justering [m]

Utkjørt meter [m]	Fra strekning []	Fra vegmeter [m]	Til strekning []	Til vegmeter [m]	Spordybde [mm]	Sporbredde [cm]	Tverrfall [%]	Kurveradius [m]	IRI [mm/m]	MPD [mm]	Beregningsmetode []	Tid [ms]	Hastighet [km/t]	Høyde [m]	Signalkvalitet [%]	Breddegrad [°]	Lengdegrad [°]	Sone 33V N [m]	Sone 33V Ø [m]	Sporposisjon [cm]	Areal [cm^2]	Pause []	Pos. asfalt kant [cm]	Pos. kantlinje [cm]	Type kantlinje []	Kval. kantlinje [%]	Pos. midtlinje [cm]	Type midtlinje []	Kval. midtlinje [%]	Pos. ekstra midtlinje [cm]	Type ekstra midtlinje []	Kval. ekstra midtlinje [%]	CEN 13036 Høyre sporposisjon [cm]	CEN 13036 Høyre spordybde [mm]	CEN 13036 Venstre sporposisjon [cm]	CEN 13036 Venstre spordybde [mm]	CEN 13036 Max sporposisjon [cm]	CEN 13036 Max spordybde [mm]	CEN 13036 Sporbredde [cm]	CEN 13036 Tverrfall [%]	CEN 13036 Areal [cm^2]	Bunn Høyre sporposisjon [cm]	Bunn Høyre spordybde [mm]	Bunn Venstre sporposisjon [cm]	Bunn Venstre spordybde [mm]	Bunn Max sporposisjon [cm]	Bunn Max spordybde [mm]	Bunn Sporbredde [cm]	Bunn Tverrfall [%]	Bunn Areal [cm^2]	Snor Høyre sporposisjon [cm]	Snor Høyre spordybde [mm]	Snor Venstre sporposisjon [cm]	Snor Venstre spordybde [mm]	Snor Max sporposisjon [cm]	Snor Max spordybde [mm]	Snor Sporbredde [cm]	Snor Tverrfall [%]	Snor Areal [cm^2]	Krum Høyre sporposisjon [cm]	Krum Høyre spordybde [mm]	Krum Venstre sporposisjon [cm]	Krum Venstre spordybde [mm]	Krum Max sporposisjon [cm]	Krum Max spordybde [mm]	Krum Sporbredde [cm]	Krum Tverrfall [%]	Krum Areal [cm^2]	Regresjon Høyre sporposisjon [cm]	Regresjon Høyre spordybde [mm]	Regresjon Venstre sporposisjon [cm]	Regresjon Venstre spordybde [mm]	Regresjon Max sporposisjon [cm]	Regresjon Max spordybde [mm]	Regresjon Sporbredde [cm]	Regresjon Tverrfall [%]	Regresjon Areal [cm^2]	Metode Høyre sporposisjon [cm]	Metode Høyre spordybde [mm]	Metode Venstre sporposisjon [cm]	Metode Venstre spordybde [mm]	Metode Max sporposisjon [cm]	Metode Max spordybde [mm]	Metode Sporbredde [cm]	Metode Tverrfall [%]	Metode Areal [cm^2]	
725,0	1	724,0	1	725,0	25,7	161,1	-2,5	2000	NaN	NaN	C	39758	72,6	70,0	56	59,3554118	24,7121486	6619949,26	1050945,28	-68,8	373,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	92,3	23,6	-68,8	25,7	-68,8	25,7	161,1	-2,5	373,9	92,2	22,3	-67,4	22,3	6,1	22,3	159,0	-2,2	151,6	91,6	26,2	-67,5	28,3	-67,5	28,3	158,4	-2,2	452,1	86,1	50,1	-64,2	54,3	-179,5	0,0	149,7	-2,2	0,0	88,3	11,8	-68,7	15,8	179,6	31,2	158,1	-2,5	261,2	92,3	23,6	-68,8	25,7	-68,8	25,7	161,1	-2,5	373,9	
726,0	1	725,0	1	726,0	24,4	160,9	-2,4	2000	NaN	NaN	C	39806	72,6	70,0	56	59,3554033	24,7121426	6619948,27	1050945,08	-69,4	356,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	90,9	23,3	-70,7	24,3	-69,4	24,4	160,9	-2,4	356,3	90,2	21,8	-69,3	21,8	6,1	21,8	160,2	-2,2	148,8	90,2	25,4	-69,3	26,3	-68,8	26,5	160,2	-2,2	429,6	85,4	49,3	-67,3	51,9	-179,6	0,0	152,9	-2,2	0,0	90,2	11,9	-69,4	15,1	179,3	30,3	160,9	-2,4	250,5	90,9	23,3	-70,7	24,3	-69,4	24,4	160,9	-2,4	356,3	
727,0	1	726,0	1	727,0	24,3	161,4	-2,5	2000	NaN	NaN	C	39862	72,6	70,0	56	59,3553937	24,7121358	6619947,15	1050944,85	-69,7	362,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	91,2	23,3	-69,7	24,3	-69,7	24,3	161,4	-2,5	362,7	90,1	22,2	-69,7	22,2	5,8	22,2	160,9	-2,3	154,2	90,1	25,2	-69,7	26,4	-69,7	26,4	160,9	-2,3	423,5	86,1	48,8	-64,9	52,2	-179,6	0,0	150,7	-2,3	0,0	90,1	11,9	-69,7	14,9	178,9	29,4	160,1	-2,5	257,0	91,2	23,3	-69,7	24,3	-69,7	24,3	161,4	-2,5	362,7	
728,0	1	727,0	1	728,0	23,9	163,7	-2,6	2000	NaN	NaN	C	39911	72,6	70,0	56	59,3553864	24,7121307	6619946,30	1050944,68	-70,1	352,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	93,1	22,8	-70,1	23,9	-70,1	23,9	163,7	-2,6	352,4	92,3	21,7	-70,0	21,7	9,0	21,7	162,4	-2,4	151,8	92,3	24,3	-70,1	25,9	-70,1	25,9	163,7	-2,4	405,6	88,3	47,8	-65,0	52,2	-179,6	0,0	152,6	-2,4	0,0	91,7	11,8	-70,1	14,7	179,4	28,1	163,1	-2,6	246,2	93,1	22,8	-70,1	23,9	-70,1	23,9	163,7	-2,6	352,4	
729,0	1	728,0	1	729,0	23,6	161,9	-2,5	2000	NaN	NaN	C	39966	72,6	70,0	56	59,3553767	24,7121239	6619945,18	1050944,45	-66,5	345,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	93,5	22,7	-68,1	23,5	-66,5	23,6	161,9	-2,5	345,5	92,4	21,3	-68,1	21,3	8,8	21,3	160,2	-2,3	143,9	92,1	24,3	-68,1	25,5	-66,5	25,6	159,9	-2,3	405,5	86,6	48,1	-65,1	52,1	-179,5	0,0	152,0	-2,3	0,0	91,7	11,7	-68,1	14,4	179,5	28,4	159,5	-2,5	244,9	93,5	22,7	-68,1	23,5	-66,5	23,6	161,9	-2,5	345,5	
730,0	1	729,0	1	730,0	24,4	162,0	-2,4	2000	NaN	NaN	C	40015	72,6	70,0	56	59,3553682	24,7121178	6619944,19	1050944,25	-67,5	353,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	93,8	24,0	-67,6	23,8	-67,5	24,4	162,0	-2,4	353,1	92,9	21,8	-67,6	21,8	12,6	21,8	160,0	-2,2	150,9	92,9	25,8	-67,6	26,2	-65,0	26,3	160,0	-2,2	420,6	87,1	49,2	-62,9	52,9	-179,4	0,0	150,5	-2,2	0,0	92,9	12,4	-67,6	14,9	179,6	29,6	160,5	-2,4	251,4	93,8	24,0	-67,6	23,8	-67,5	24,4	162,0	-2,4	353,1	
731,0	1	730,0	1	731,0	24,4	159,9	-2,4	2000	NaN	NaN	C	40063	72,6	70,0	56	59,3553597	24,7121118	6619943,20	1050944,05	88,9	357,8	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	92,5	24,1	-68,9	24,0	88,9	24,4	159,9	-2,4	357,8	92,5	22,7	-67,5	22,7	7,9	22,7	159,9	-2,3	151,4	92,5	25,9	-66,9	26,0	88,9	26,1	159,6	-2,3	416,1	86,2	49,7	-64,9	52,8	-179,4	0,0	150,7	-2,3	0,0	92,5	12,6	-68,9	14,9	179,3	29,6	159,9	-2,4	257,0	92,5	24,1	-68,9	24,0	88,9	24,4	159,9	-2,4	357,8	
732,0	1	731,0	1	732,0	24,6	160,4	-2,5	2000	NaN	NaN	C	40105	72,6	70,0	56	59,3553525	24,7121066	6619942,35	1050943,88	-67,3	351,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	92,1	23,5	-68,2	24,6	-67,3	24,6	160,4	-2,5	351,6	92,1	22,7	-67,3	22,7	9,3	22,7	159,1	-2,3	154,2	92,1	25,0	-68,2	26,0	-68,2	26,0	160,4	-2,3	408,5	85,9	48,9	-63,5	52,4	-179,2	0,0	149,0	-2,3	0,0	92,1	12,2	-68,2	15,6	178,9	29,3	160,4	-2,5	254,9	92,1	23,5	-68,2	24,6	-67,3	24,6	160,4	-2,5	351,6	
733,0	1	732,0	1	733,0	23,9	159,4	-2,6	2000	NaN	NaN	C	40153	72,6	70,0	56	59,3553452	24,7121015	6619941,50	1050943,70	-65,7	344,2	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	91,7	22,9	-66,4	23,9	-65,7	23,9	159,4	-2,6	344,2	91,7	22,1	-66,4	22,1	4,9	22,1	159,4	-2,4	150,1	91,0	24,3	-66,4	25,2	-66,4	25,2	157,2	-2,4	393,5	85,5	48,1	-62,5	52,2	-179,3	0,0	146,6	-2,4	0,0	90,3	11,9	-66,4	15,1	179,7	28,4	157,2	-2,6	248,4	91,7	22,9	-66,4	23,9	-65,7	23,9	159,4	-2,6	344,2	
734,0	1	733,0	1	734,0	23,9	159,0	-2,6	2000	NaN	NaN	C	40208	72,6	70,0	56	59,3553355	24,7120947	6619940,37	1050943,48	90,7	353,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	92,0	23,9	-67,3	22,9	90,7	23,9	159,0	-2,6	353,0	92,0	22,0	-67,3	22,0	9,9	22,0	158,7	-2,5	151,0	92,0	25,0	-67,1	24,6	90,7	25,1	158,7	-2,5	392,9	86,9	49,1	-63,4	51,7	-179,3	0,0	150,6	-2,5	0,0	90,7	12,4	-67,3	14,2	179,0	28,6	158,3	-2,6	247,5	92,0	23,9	-67,3	22,9	90,7	23,9	159,0	-2,6	353,0	
735,0	1	734,0	1	735,0	23,7	160,6	-2,4	2000	NaN	NaN	C	40256	72,7	70,0	56	59,3553270	24,7120887	6619939,38	1050943,28	90,2	354,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	92,5	23,6	-67,6	23,5	90,2	23,7	160,6	-2,4	354,1	92,3	22,3	-66,9	22,3	11,4	22,3	158,9	-2,3	153,5	91,6	24,8	-66,9	25,4	84,2	25,4	158,9	-2,3	400,7	86,2	49,0	-63,0	52,5	-179,4	0,0	148,5	-2,3	0,0	91,6	12,0	-68,9	14,5	179,5	28,8	159,0	-2,4	251,6	92,5	23,6	-67,6	23,5	90,2	23,7	160,6	-2,4	354,1	
736,0	1	735,0	1	736,0	24,0	156,8	-2,5	2000	NaN	NaN	C	40305	72,7	70,0	56	59,3553185	24,7120828	6619938,40	1050943,08	-65,1	354,8	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	91,7	23,4	-65,6	24,0	-65,1	24,0	156,8	-2,5	354,8	91,7	22,4	-65,1	22,4	13,1	22,4	156,7	-2,3	151,2	91,7	24,8	-65,1	25,5	-63,9	25,5	156,1	-2,3	405,3	87,6	48,8	-61,2	52,3	-179,3	0,0	148,1	-2,3	0,0	89,0	12,0	-65,6	14,7	179,6	28,8	155,4	-2,5	249,5	91,7	23,4	-65,6	24,0	-65,1	24,0	156,8	-2,5	354,8	
737,0	1	736,0	1	737,0	24,0	160,8	-2,5	2000	NaN	NaN	C	40353	72,7	70,0	56	59,3553112	24,7120777	6619937,55	1050942,91	-63,1	352,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	93,8	23,5	-67,0	23,7	-63,1	24,0	160,8	-2,5	352,5	93,8	22,1	-66,9	22,1	13,7	22,1	159,4	-2,3	153,5	93,8	25,1	-66,9	25,8	-62,6	25,8	159,4	-2,3	411,5	89,0	48,5	-62,4	51,9	-179,4	0,0	151,4	-2,3	0,0	93,8	12,1	-67,0	14,7	179,6	29,1	160,7	-2,5	248,1	93,8	23,5	-67,0	23,7	-63,1	24,0	160,8	-2,5	352,5	
738,0	1	737,0	1	738,0	23,8	160,9	-2,5	2000	NaN	NaN	C	40401	72,7	70,0	56	59,3553027	24,7120717	6619936,56	1050942,71	93,2	352,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	94,0	23,7	-66,4	23,3	93,2	23,8	160,9	-2,5	352,7	92,4	21,8	-65,7	21,8	11,4	21,8	156,0	-2,3	147,6	92,4	25,3	-66,4	25,4	90,3	25,4	158,1	-2,3	409,2	86,8	49,1	-61,9	52,4	-179,5	0,0	148,0	-2,3	0,0	92,4	12,0	-66,4	14,5	179,6	29,5	158,1	-2,5	249,1	94,0	23,7	-66,4	23,3	93,2	23,8	160,9	-2,5	352,7	
739,0	1	738,0	1	739,0	23,8	161,2	-2,4	2000	NaN	NaN	C	40456	72,7	70,0	56	59,3552930	24,7120648	6619935,43	1050942,48	-64,4	352,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	93,3	22,9	-67,3	23,8	-64,4	23,8	161,2	-2,4	352,0	93,2	22,0	-66,3	22,0	13,2	22,0	159,8	-2,3	151,4	93,2	24,7	-66,3	25,3	-64,4	25,3	159,8	-2,3	401,6	88,9	47,9	-63,1	51,5	-179,4	0,0	151,4	-2,3	0,0	93,1	11,7	-67,2	14,8	179,6	29,0	160,1	-2,4	244,1	93,3	22,9	-67,3	23,8	-64,4	23,8	161,2	-2,4	352,0	
740,0	1	739,0	1	740,0	23,5	157,7	-2,3	2000	NaN	NaN	C	40504	72,7	70,0	56	59,3552846	24,7120589	6619934,44	1050942,28	-65,1	343,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	93,1	22,8	-65,1	23,4	-65,1	23,5	157,7	-2,3	343,1	93,1	22,3	-65,1	22,3	14,4	22,3	157,7	-2,1	151,1	93,1	23,7	-65,1	24,4	-63,8	24,5	157,7	-2,1	367,5	87,1	47,5	-61,9	51,3	-179,4	0,0	149,3	-2,1	0,0	91,8	11,6	-65,1	14,7	179,7	28,3	156,9	-2,3	240,8	93,1	22,8	-65,1	23,4	-65,1	23,5	157,7	-2,3	343,1	
741,0	1	740,0	1	741,0	23,6	158,9	-2,4	2000	NaN	NaN	C	40552	72,8	70,1	56	59,3552773	24,7120537	6619933,59	1050942,11	-63,8	348,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	94,6	22,8	-64,4	23,5	-63,8	23,6	158,9	-2,4	348,0	94,6	22,1	-64,4	22,1	15,5	22,1	158,9	-2,2	150,8	94,6	24,2	-64,4	25,0	-63,8	25,0	158,9	-2,2	387,1	88,9	47,4	-61,8	51,0	-179,2	0,0	151,0	-2,2	0,0	94,0	11,8	-64,4	14,6	179,6	28,3	158,4	-2,4	241,3	94,6	22,8	-64,4	23,5	-63,8	23,6	158,9	-2,4	348,0	
742,0	1	741,0	1	742,0	24,0	161,2	-2,4	2000	NaN	NaN	C	40601	72,8	70,1	56	59,3552688	24,7120478	6619932,60	1050941,91	-64,5	353,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	95,9	23,6	-65,2	24,0	-64,5	24,0	161,2	-2,4	353,7	95,9	22,4	-65,0	22,4	13,7	22,4	161,1	-2,2	159,2	95,3	24,6	-65,2	25,5	-64,5	25,5	161,2	-2,2	403,4	88,9	47,7	-61,3	51,8	-179,5	0,0	150,3	-2,2	0,0	95,2	11,9	-65,2	14,7	179,8	29,2	160,4	-2,4	243,4	95,9	23,6	-65,2	24,0	-64,5	24,0	161,2	-2,4	353,7	
743,0	1	742,0	1	743,0	23,5	159,7	-2,5	2000	NaN	NaN	C	40656	72,8	70,1	56	59,3552591	24,7120409	6619931,47	1050941,69	14,0	337,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	94,3	22,8	-64,8	23,4	14,0	23,5	159,7	-2,5	337,5	94,3	22,2	-64,4	22,2	12,6	22,2	159,7	-2,3	154,8	94,3	23,4	-64,4	24,6	-63,6	24,7	159,7	-2,3	362,4	89,8	46,7	-60,9	51,6	-179,4	0,0	149,3	-2,3	0,0	94,2	11,7	-64,8	14,6	179,6	27,9	159,6	-2,5	240,3	94,3	22,8	-64,8	23,4	14,0	23,5	159,7	-2,5	337,5	
744,0	1	743,0	1	744,0	22,8	159,2	-2,5	2000	NaN	NaN	C	40704	72,8	70,1	56	59,3552505	24,7120349	6619930,48	1050941,49	-63,9	328,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	95,5	22,2	-63,9	22,7	-63,9	22,8	159,2	-2,5	328,4	95,5	21,9	-63,9	21,9	16,8	21,9	159,2	-2,3	156,0	95,5	22,6	-63,9	23,3	-63,9	23,6	159,2	-2,3	346,7	88,9	46,3	-61,3	51,0	-179,4	0,0	148,8	-2,3	0,0	95,2	11,0	-63,9	14,4	179,4	27,4	159,7	-2,5	233,2	95,5	22,2	-63,9	22,7	-63,9	22,8	159,2	-2,5	328,4	
745,0	1	744,0	1	745,0	23,0	158,9	-2,4	2000	NaN	NaN	C	40760	72,8	70,0	56	59,3552420	24,7120289	6619929,49	1050941,29	-63,1	326,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	94,7	22,2	-64,7	23,0	-63,1	23,0	158,9	-2,4	326,3	94,7	22,2	-64,7	22,2	15,6	22,2	158,9	-2,2	154,4	94,5	22,5	-64,7	23,6	-64,7	23,6	158,7	-2,2	343,0	89,1	46,2	-59,3	51,5	-179,3	0,0	148,7	-2,2	0,0	93,9	11,4	-65,0	14,5	179,6	27,2	158,8	-2,4	235,3	94,7	22,2	-64,7	23,0	-63,1	23,0	158,9	-2,4	326,3	
746,0	1	745,0	1	746,0	23,2	158,3	-2,5	2000	NaN	NaN	C	40808	72,8	70,0	56	59,3552335	24,7120229	6619928,50	1050941,08	-63,1	329,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	94,5	22,6	-64,4	22,7	-63,1	23,2	158,3	-2,5	329,1	94,5	22,2	-64,4	22,2	14,4	22,2	158,3	-2,3	155,4	94,5	23,1	-64,4	23,2	-63,1	23,2	158,3	-2,3	336,3	89,0	46,5	-59,3	50,4	-179,4	0,0	149,0	-2,3	0,0	93,8	11,5	-64,4	14,3	179,7	26,8	158,1	-2,5	236,1	94,5	22,6	-64,4	22,7	-63,1	23,2	158,3	-2,5	329,1	
747,0	1	746,0	1	747,0	23,6	157,4	-2,7	2000	NaN	NaN	C	40857	72,8	70,1	56	59,3552250	24,7120168	6619927,51	1050940,88	95,1	337,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	95,1	23,6	-63,8	22,9	95,1	23,6	157,4	-2,7	337,7	95,1	22,4	-63,7	22,4	16,1	22,4	157,0	-2,5	154,5	95,1	24,0	-63,8	24,1	95,1	24,5	157,4	-2,5	374,2	89,5	47,9	-59,4	51,1	-179,7	0,0	149,5	-2,5	0,0	93,9	11,8	-63,8	14,4	179,8	28,8	157,4	-2,7	241,4	95,1	23,6	-63,8	22,9	95,1	23,6	157,4	-2,7	337,7	
748,0	1	747,0	1	748,0	23,8	157,7	-2,7	2000	NaN	NaN	C	40899	72,8	70,1	56	59,3552178	24,7120117	6619926,67	1050940,71	16,3	348,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	95,2	23,5	-62,2	23,7	16,3	23,8	157,7	-2,7	348,9	95,2	22,7	-61,9	22,7	16,7	22,7	157,7	-2,5	157,8	95,2	24,3	-61,9	24,8	-61,2	24,8	157,7	-2,5	380,3	88,9	47,4	-59,0	51,8	-179,3	0,0	148,3	-2,5	0,0	95,2	11,7	-62,8	14,9	179,6	29,1	159,1	-2,7	247,4	95,2	23,5	-62,2	23,7	16,3	23,8	157,7	-2,7	348,9	
749,0	1	748,0	1	749,0	24,2	159,9	-2,8	2000	NaN	NaN	C	40947	72,8	70,1	56	59,3552093	24,7120057	6619925,68	1050940,51	-61,8	350,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	97,9	23,5	-62,4	24,2	-61,8	24,2	159,9	-2,8	350,4	97,9	23,3	-61,8	23,3	16,2	23,3	159,9	-2,6	164,9	97,3	24,4	-61,8	25,0	-61,8	25,1	158,4	-2,6	376,0	90,9	46,7	-59,9	52,0	-179,3	0,0	149,0	-2,6	0,0	95,2	11,7	-62,4	15,4	179,4	29,7	158,4	-2,8	246,2	97,9	23,5	-62,4	24,2	-61,8	24,2	159,9	-2,8	350,4	
750,0	1	749,0	1	750,0	24,8	157,3	-2,7	2000	NaN	NaN	C	41003	72,8	70,1	56	59,3552008	24,7119997	6619924,69	1050940,31	-61,5	354,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	96,2	23,2	-61,5	24,8	-61,5	24,8	157,3	-2,7	354,7	96,6	23,7	-61,2	23,7	17,1	23,7	157,7	-2,4	167,4	96,2	23,3	-61,5	25,3	-61,5	25,3	157,3	-2,4	365,8	90,2	46,1	-58,0	51,6	-179,3	0,0	148,0	-2,4	0,0	95,4	11,6	-62,5	15,7	179,6	28,8	158,5	-2,7	252,1	96,2	23,2	-61,5	24,8	-61,5	24,8	157,3	-2,7	354,7	
751,0	1	750,0	1	751,0	25,9	157,9	-2,7	2000	NaN	NaN	C	41052	72,8	70,1	56	59,3551923	24,7119938	6619923,70	1050940,11	-60,7	358,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	95,8	23,2	-60,7	25,9	-60,7	25,9	157,9	-2,7	358,6	95,8	24,1	-60,7	24,1	17,9	24,1	157,9	-2,4	169,1	95,7	23,7	-60,7	26,2	-60,7	26,2	157,9	-2,4	364,2	89,7	46,3	-59,4	52,0	-179,6	0,0	149,6	-2,4	0,0	95,3	11,6	-60,7	16,4	179,6	29,4	155,8	-2,7	256,2	95,8	23,2	-60,7	25,9	-60,7	25,9	157,9	-2,7	358,6	
752,0	1	751,0	1	752,0	26,2	157,0	-2,7	2000	NaN	NaN	C	41101	72,8	70,1	56	59,3551838	24,7119878	6619922,71	1050939,91	-62,5	357,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	94,0	22,8	-62,5	26,2	-62,5	26,2	157,0	-2,7	357,0	94,6	23,9	-62,5	23,9	16,1	23,9	157,8	-2,3	163,7	94,0	23,3	-62,5	26,6	-62,5	26,6	157,0	-2,3	373,6	89,6	45,9	-60,0	51,6	-179,5	0,0	150,9	-2,3	0,0	94,0	11,4	-62,5	16,7	179,5	30,0	157,0	-2,7	251,7	94,0	22,8	-62,5	26,2	-62,5	26,2	157,0	-2,7	357,0	
753,0	1	752,0	1	753,0	24,6	158,1	-2,6	2000	NaN	NaN	C	41150	72,8	70,1	56	59,3551752	24,7119818	6619921,71	1050939,71	-60,7	355,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	96,8	23,4	-61,3	24,6	-60,7	24,6	158,1	-2,6	355,9	96,8	23,2	-61,3	23,2	14,4	23,2	158,1	-2,4	166,1	96,6	24,0	-61,3	25,3	-60,7	25,3	157,4	-2,4	381,0	91,0	46,7	-58,0	51,5	-179,6	0,0	147,8	-2,4	0,0	96,6	11,7	-61,3	15,3	179,6	29,5	157,3	-2,6	248,2	96,8	23,4	-61,3	24,6	-60,7	24,6	158,1	-2,6	355,9	
754,0	1	753,0	1	754,0	25,3	157,3	-2,5	2000	NaN	NaN	C	41199	72,8	70,1	56	59,3551667	24,7119758	6619920,72	1050939,51	-61,9	352,2	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	96,1	23,2	-62,5	25,3	-61,9	25,3	157,3	-2,5	352,2	96,1	23,3	-60,7	23,3	14,4	23,3	156,7	-2,2	155,8	96,1	24,0	-61,9	26,4	-61,9	26,4	157,2	-2,2	393,7	90,4	46,8	-58,6	52,8	-179,6	0,0	148,3	-2,2	0,0	94,7	11,5	-62,5	16,0	179,7	30,6	157,2	-2,5	252,4	96,1	23,2	-62,5	25,3	-61,9	25,3	157,3	-2,5	352,2	
755,0	1	754,0	1	755,0	24,6	159,2	-2,6	2000	NaN	NaN	C	41248	72,9	70,1	56	59,3551583	24,7119698	6619919,73	1050939,31	-61,9	351,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	97,9	22,9	-61,9	24,6	-61,9	24,6	159,2	-2,6	351,3	97,9	22,7	-61,3	22,7	16,8	22,7	158,5	-2,2	163,2	96,0	23,5	-61,9	25,3	-61,9	25,3	159,0	-2,2	373,8	91,1	46,2	-57,5	51,4	-179,2	0,0	149,1	-2,2	0,0	96,0	11,1	-61,9	15,3	179,5	29,3	159,0	-2,6	247,0	97,9	22,9	-61,9	24,6	-61,9	24,6	159,2	-2,6	351,3	
756,0	1	755,0	1	756,0	25,4	159,3	-2,4	2000	NaN	NaN	C	41297	72,9	70,1	56	59,3551497	24,7119637	6619918,74	1050939,11	-62,0	355,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	97,4	22,6	-62,0	25,4	-62,0	25,4	159,3	-2,4	355,3	97,4	23,3	-61,9	23,3	15,6	23,3	159,3	-2,1	167,2	96,7	23,3	-62,0	26,4	-62,0	26,4	159,3	-2,1	383,6	90,3	46,2	-58,7	53,3	-179,5	0,0	149,0	-2,1	0,0	96,6	10,9	-62,0	16,2	179,4	29,9	158,7	-2,4	250,7	97,4	22,6	-62,0	25,4	-62,0	25,4	159,3	-2,4	355,3	
