ViaPPS produsert fil	: Filversjon 1.21
F.ID.	: Rosita_NO_001
ViaPPS software versjon	: 8.9.12.1

Rapportdato				: 26.03.2026 13:24:47
Filnavn					: PPS_Fy01_93_1_m99999-1_m99098_felt2___20260313-150110.txt
Mappe					: D:\ViaPPS_RBS\RAW_DATA\Fy001_93_hp1_f2_20260313-150110

ViaPPS opptakerversjon	: 8.5.6.0 - 01.06.2016 13:21:02

Sjåfør					: Egon
Bilnummer				: 
UtstyrsID				: VIATECH
Utstyrsmerknader		: 
Opptaksdato				: 13.03.2026 15:01:10
Formål					: 
Måleserienummer					: 1
Målingskommentarer		: 
Målingslengde			: 900
Værkommentarer			: 
Teksturlaserposisjon	: Y

Beregningsintervall [m]	: 1
Rettholt venstre [m]	: Bunnrettholt : -1,8[m]  Snorholt : -1,8[m]  Regresjonsholt : -1,8[m]
Rettholt høyre [m]		: Bunnrettholt :  1,8[m]  Snorholt :  1,8[m]  Regresjonsholt :  1,8[m]
Filter orden [punkter]	: 11
Profil snittlengde [m]	: 0,0
Metodefil versjon/dato	: Ikke tilgjengelig
Beregningskommentaer	: Beregningstype=CEN_13036_8, Midlingsalgoritme=ChebyshevFilter, AntallMidledeProfiler=1, Rettholtlengdetype=Fast lengde, Sporryggdeteksjon=Av
Kalibreringsdata	: Kalib.dato=19. juni 2025 09:11:30, Pulser=1203,835000, Rull=0,000000, Stamp=-0,033432, ScannerRull=-0,006738
Tverrfallskalibreringsdata	: 13. mars 2026 14:35:31
Sensormontasjedata1	: Imu=-1,60[m], ProfileScanner=-3,60[m], TeksturLaser=2,26[m]
Sensormontasjedata2	: GnssDx=-1,92[m], GnssDy=-0,28[m], GnssDz=-2,29[m]
Sensormontasjedata3	: GnssImuDx=-0,03[m], GnssImuDy=0,33[m], GnssImuDz=1,51[m]

Vegnett fylkesversjon			: 
Vegnett serverversjon			: 
Vegnett genereringsappliksajonsversjon	: 

Startposisjon:
Fylke			: 1
Veg				: 93
Strekning		: 1
Vegmeter		: 99999
Kjørefelt		: 2
Stedsnavn		: 

Stopposisjon:
Fylke			: 1
Veg				: 93
Strekning		: 1
Vegmeter		: 99098,7448540896
Kjørefelt		: 2
Stedsnavn		: 

Vegnettnoder
Nodenr	: Lengde [m]	: Fylke []	: Stedsnavn []	: Vegnavn []	: Hp []	: Fra Vegmeter [m]	: Til Vegmeter [m]	: 
Node0	: 901	: 1	: 	: 93	: 1	: 99098	: 100000

Justeringsnoder
Justeringnr	: Distanse [m]	: Justering [m]

Utkjørt meter [m]	Fra strekning []	Fra vegmeter [m]	Til strekning []	Til vegmeter [m]	Spordybde [mm]	Sporbredde [cm]	Tverrfall [%]	Kurveradius [m]	IRI [mm/m]	MPD [mm]	Beregningsmetode []	Tid [ms]	Hastighet [km/t]	Høyde [m]	Signalkvalitet [%]	Breddegrad [°]	Lengdegrad [°]	Sone 33V N [m]	Sone 33V Ø [m]	Sporposisjon [cm]	Areal [cm^2]	Pause []	Pos. asfalt kant [cm]	Pos. kantlinje [cm]	Type kantlinje []	Kval. kantlinje [%]	Pos. midtlinje [cm]	Type midtlinje []	Kval. midtlinje [%]	Pos. ekstra midtlinje [cm]	Type ekstra midtlinje []	Kval. ekstra midtlinje [%]	CEN 13036 Høyre sporposisjon [cm]	CEN 13036 Høyre spordybde [mm]	CEN 13036 Venstre sporposisjon [cm]	CEN 13036 Venstre spordybde [mm]	CEN 13036 Max sporposisjon [cm]	CEN 13036 Max spordybde [mm]	CEN 13036 Sporbredde [cm]	CEN 13036 Tverrfall [%]	CEN 13036 Areal [cm^2]	Bunn Høyre sporposisjon [cm]	Bunn Høyre spordybde [mm]	Bunn Venstre sporposisjon [cm]	Bunn Venstre spordybde [mm]	Bunn Max sporposisjon [cm]	Bunn Max spordybde [mm]	Bunn Sporbredde [cm]	Bunn Tverrfall [%]	Bunn Areal [cm^2]	Snor Høyre sporposisjon [cm]	Snor Høyre spordybde [mm]	Snor Venstre sporposisjon [cm]	Snor Venstre spordybde [mm]	Snor Max sporposisjon [cm]	Snor Max spordybde [mm]	Snor Sporbredde [cm]	Snor Tverrfall [%]	Snor Areal [cm^2]	Krum Høyre sporposisjon [cm]	Krum Høyre spordybde [mm]	Krum Venstre sporposisjon [cm]	Krum Venstre spordybde [mm]	Krum Max sporposisjon [cm]	Krum Max spordybde [mm]	Krum Sporbredde [cm]	Krum Tverrfall [%]	Krum Areal [cm^2]	Regresjon Høyre sporposisjon [cm]	Regresjon Høyre spordybde [mm]	Regresjon Venstre sporposisjon [cm]	Regresjon Venstre spordybde [mm]	Regresjon Max sporposisjon [cm]	Regresjon Max spordybde [mm]	Regresjon Sporbredde [cm]	Regresjon Tverrfall [%]	Regresjon Areal [cm^2]	Metode Høyre sporposisjon [cm]	Metode Høyre spordybde [mm]	Metode Venstre sporposisjon [cm]	Metode Venstre spordybde [mm]	Metode Max sporposisjon [cm]	Metode Max spordybde [mm]	Metode Sporbredde [cm]	Metode Tverrfall [%]	Metode Areal [cm^2]	
406,0	1	99594,0	1	99593,0	21,1	160,6	-3,2	2000	NaN	NaN	C	17746	75,1	71,5	56	59,3572345	24,7135287	6620162,29	1050993,52	94,3	322,4	False	NaN	170,0	_	18	NaN	_	NaN	NaN	_	NaN	94,3	21,1	-66,9	18,1	94,3	21,1	160,6	-3,2	322,4	92,3	17,1	-66,9	17,1	14,4	17,1	157,9	-3,1	124,0	92,3	23,8	-66,3	21,5	92,3	23,8	159,2	-3,1	417,6	82,6	48,3	-60,5	49,4	-179,5	0,0	143,1	-3,1	0,0	89,6	9,5	-66,9	10,6	179,3	27,5	157,2	-3,2	214,5	94,3	21,1	-66,9	18,1	94,3	21,1	160,6	-3,2	322,4	
407,0	1	99593,0	1	99592,0	21,0	164,6	-3,1	2000	NaN	NaN	C	17801	75,1	71,5	56	59,3572445	24,7135359	6620163,46	1050993,76	95,9	336,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	95,9	21,0	-67,5	18,5	95,9	21,0	164,6	-3,1	336,5	90,6	17,3	-66,9	17,3	13,5	17,3	158,8	-3,1	134,7	91,9	23,4	-65,3	21,2	91,9	23,4	157,2	-3,1	423,4	83,3	48,0	-60,4	49,1	-179,4	0,0	143,8	-3,1	0,0	90,6	9,5	-66,9	10,5	179,5	26,3	158,5	-3,1	210,4	95,9	21,0	-67,5	18,5	95,9	21,0	164,6	-3,1	336,5	
408,0	1	99592,0	1	99591,0	21,3	164,0	-3,0	2000	NaN	NaN	C	17849	75,1	71,5	56	59,3572520	24,7135413	6620164,33	1050993,95	95,1	332,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	95,1	21,3	-69,7	18,9	95,1	21,3	164,0	-3,0	332,7	91,7	18,0	-68,2	18,0	13,8	18,0	158,8	-2,9	134,4	94,6	23,5	-68,2	21,3	94,6	23,5	160,1	-2,9	402,7	83,3	48,1	-62,3	49,4	-179,6	0,0	146,4	-2,9	0,0	91,7	9,8	-69,7	11,2	179,6	27,6	159,1	-3,0	214,4	95,1	21,3	-69,7	18,9	95,1	21,3	164,0	-3,0	332,7	
409,0	1	99591,0	1	99590,0	21,8	162,3	-3,0	2000	NaN	NaN	C	17890	75,2	71,5	56	59,3572595	24,7135467	6620165,20	1050994,13	94,8	332,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	94,8	21,8	-66,6	18,4	94,8	21,8	162,3	-3,0	332,0	92,6	17,9	-66,6	17,9	11,1	17,9	158,9	-3,0	134,5	93,8	23,8	-66,6	20,9	93,8	23,8	160,0	-3,0	409,9	85,3	48,2	-60,9	48,9	-179,4	0,0	145,9	-3,0	0,0	92,3	10,0	-66,9	10,8	179,6	26,9	159,2	-3,0	215,8	94,8	21,8	-66,6	18,4	94,8	21,8	162,3	-3,0	332,0	
410,0	1	99590,0	1	99589,0	22,3	161,6	-2,9	2000	NaN	NaN	C	17938	75,2	71,5	56	59,3572683	24,7135530	6620166,23	1050994,34	93,7	344,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	93,7	22,3	-66,3	18,5	93,7	22,3	161,6	-2,9	344,9	93,0	17,9	-65,7	17,9	16,1	17,9	160,5	-2,9	139,3	93,7	24,6	-65,7	21,5	93,7	24,6	160,7	-2,9	429,6	84,1	49,0	-59,3	49,7	-179,5	0,0	141,3	-2,9	0,0	92,3	10,0	-66,3	10,9	179,3	27,6	158,0	-2,9	220,9	93,7	22,3	-66,3	18,5	93,7	22,3	161,6	-2,9	344,9	
411,0	1	99589,0	1	99588,0	22,8	163,0	-2,9	2000	NaN	NaN	C	17986	75,2	71,5	56	59,3572771	24,7135593	6620167,25	1050994,56	95,9	352,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	95,9	22,8	-68,3	18,6	95,9	22,8	163,0	-2,9	352,0	92,3	18,0	-68,3	18,0	10,8	18,0	158,7	-2,8	138,0	92,3	25,7	-65,5	22,5	92,3	25,7	158,1	-2,8	457,2	82,7	49,9	-61,7	50,7	-179,5	0,0	143,1	-2,8	0,0	92,3	10,4	-68,3	10,9	179,3	28,5	159,5	-2,9	224,8	95,9	22,8	-68,3	18,6	95,9	22,8	163,0	-2,9	352,0	
412,0	1	99588,0	1	99587,0	22,4	164,1	-2,8	2000	NaN	NaN	C	18041	75,2	71,5	56	59,3572858	24,7135656	6620168,27	1050994,77	95,9	345,0	False	NaN	173,3	_	24	NaN	_	NaN	NaN	_	NaN	95,9	22,4	-67,9	18,4	95,9	22,4	164,1	-2,8	345,0	93,3	18,3	-67,9	18,3	11,7	18,3	162,0	-2,8	142,0	93,7	24,7	-67,6	20,8	93,7	24,7	161,4	-2,8	420,7	82,7	49,0	-58,9	49,0	-179,5	0,0	142,4	-2,8	0,0	93,3	10,1	-67,9	10,7	179,3	27,8	161,6	-2,8	220,6	95,9	22,4	-67,9	18,4	95,9	22,4	164,1	-2,8	345,0	
413,0	1	99587,0	1	99586,0	22,6	165,2	-2,8	2000	NaN	NaN	C	18088	75,2	71,5	56	59,3572946	24,7135719	6620169,29	1050994,98	95,7	348,4	False	NaN	173,6	_	28	NaN	_	NaN	NaN	_	NaN	95,7	22,6	-71,4	18,7	95,7	22,6	165,2	-2,8	348,4	93,7	18,3	-69,5	18,3	5,5	18,3	163,7	-2,8	144,3	93,7	24,6	-67,6	21,7	93,7	24,6	163,1	-2,8	435,1	84,1	49,1	-61,7	49,8	-179,4	0,0	143,6	-2,8	0,0	92,3	10,3	-69,5	10,9	179,5	27,5	163,0	-2,8	220,1	95,7	22,6	-71,4	18,7	95,7	22,6	165,2	-2,8	348,4	
414,0	1	99586,0	1	99585,0	22,7	162,8	-2,9	2000	NaN	NaN	C	18129	75,2	71,5	56	59,3573021	24,7135773	6620170,16	1050995,16	92,3	340,6	False	NaN	174,2	_	54	NaN	_	NaN	NaN	_	NaN	92,3	22,7	-69,2	18,2	92,3	22,7	162,8	-2,9	340,6	91,0	18,0	-69,2	18,0	12,0	18,0	161,0	-2,8	140,2	91,7	24,8	-67,8	20,8	91,7	24,8	158,2	-2,8	424,4	82,8	49,4	-60,5	48,8	-179,4	0,0	143,3	-2,8	0,0	91,0	10,3	-69,2	10,4	179,4	27,4	161,0	-2,9	215,9	92,3	22,7	-69,2	18,2	92,3	22,7	162,8	-2,9	340,6	
415,0	1	99585,0	1	99584,0	22,6	165,2	-2,8	2000	NaN	NaN	C	18177	75,2	71,5	56	59,3573096	24,7135827	6620171,04	1050995,35	97,3	349,1	False	NaN	174,1	_	55	NaN	_	NaN	NaN	_	NaN	97,3	22,6	-67,6	18,6	97,3	22,6	165,2	-2,8	349,1	88,2	18,1	-67,6	18,1	13,8	18,1	155,8	-2,7	132,9	92,5	25,1	-67,0	21,4	92,5	25,1	159,4	-2,7	440,7	80,0	49,9	-59,9	49,6	-179,6	0,0	139,4	-2,7	0,0	88,2	10,3	-67,6	10,5	179,3	28,1	155,8	-2,8	224,0	97,3	22,6	-67,6	18,6	97,3	22,6	165,2	-2,8	349,1	
416,0	1	99584,0	1	99583,0	23,3	162,6	-2,9	2000	NaN	NaN	C	18232	75,2	71,5	56	59,3573196	24,7135899	6620172,21	1050995,59	93,8	352,5	False	NaN	174,0	_	48	NaN	_	NaN	NaN	_	NaN	93,8	23,3	-69,2	18,8	93,8	23,3	162,6	-2,9	352,5	89,4	18,1	-68,9	18,1	11,7	18,1	158,1	-2,8	134,7	91,3	26,2	-64,7	22,3	91,3	26,2	158,7	-2,8	463,2	82,8	51,0	-63,1	50,3	-179,5	0,0	146,5	-2,8	0,0	89,9	10,9	-69,2	10,9	179,4	29,0	159,1	-2,9	222,4	93,8	23,3	-69,2	18,8	93,8	23,3	162,6	-2,9	352,5	
417,0	1	99583,0	1	99582,0	22,7	163,6	-2,9	2000	NaN	NaN	C	18280	75,2	71,5	56	59,3573284	24,7135962	6620173,23	1050995,80	94,5	340,9	False	NaN	174,1	_	28	NaN	_	NaN	NaN	_	NaN	94,5	22,7	-69,4	18,1	94,5	22,7	163,6	-2,9	340,9	92,4	18,2	-69,4	18,2	14,4	18,2	160,6	-2,9	141,3	92,4	25,2	-68,2	20,9	92,4	25,2	160,6	-2,9	424,4	83,3	49,7	-59,8	48,9	-179,5	0,0	143,8	-2,9	0,0	92,4	10,5	-69,4	10,7	179,4	27,7	160,6	-2,9	219,0	94,5	22,7	-69,4	18,1	94,5	22,7	163,6	-2,9	340,9	
418,0	1	99582,0	1	99581,0	22,8	164,1	-2,9	2000	NaN	NaN	C	18328	75,2	71,5	56	59,3573372	24,7136026	6620174,25	1050996,02	95,1	340,0	False	NaN	174,0	_	18	NaN	_	NaN	NaN	_	NaN	95,1	22,8	-68,9	17,6	95,1	22,8	164,1	-2,9	340,0	91,0	17,8	-66,8	17,8	16,2	17,8	158,0	-3,0	130,3	93,1	25,3	-66,8	20,6	93,1	25,3	158,0	-3,0	434,4	85,4	49,5	-58,6	49,2	-179,5	0,0	142,0	-3,0	0,0	91,7	10,5	-66,8	10,1	179,5	28,1	158,0	-2,9	218,4	95,1	22,8	-68,9	17,6	95,1	22,8	164,1	-2,9	340,0	
419,0	1	99581,0	1	99580,0	22,8	161,7	-2,9	2000	NaN	NaN	C	18369	75,3	71,5	56	59,3573434	24,7136071	6620174,98	1050996,17	93,7	353,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	93,7	22,8	-67,6	18,6	93,7	22,8	161,7	-2,9	353,0	87,9	18,7	-67,6	18,7	12,6	18,7	154,9	-2,9	135,8	91,4	25,0	-67,0	21,4	91,4	25,0	158,3	-2,9	434,6	83,3	49,8	-60,5	49,7	-179,5	0,0	142,2	-2,9	0,0	87,9	10,5	-67,6	10,6	179,4	27,7	154,9	-2,9	221,2	93,7	22,8	-67,6	18,6	93,7	22,8	161,7	-2,9	353,0	
420,0	1	99580,0	1	99579,0	22,6	163,7	-2,9	2000	NaN	NaN	C	18418	75,3	71,5	56	59,3573522	24,7136134	6620176,01	1050996,39	94,5	346,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	94,5	22,6	-67,7	19,6	94,5	22,6	163,7	-2,9	346,1	93,9	19,3	-69,6	19,3	13,8	19,3	162,2	-3,0	151,8	94,5	24,6	-66,9	21,6	94,5	24,6	161,4	-3,0	412,7	82,8	48,8	-61,1	49,1	-179,6	0,0	144,5	-3,0	0,0	94,4	10,4	-69,6	11,3	179,3	27,8	161,6	-2,9	219,4	94,5	22,6	-67,7	19,6	94,5	22,6	163,7	-2,9	346,1	
421,0	1	99579,0	1	99578,0	23,1	161,1	-3,0	2000	NaN	NaN	C	18466	75,3	71,5	56	59,3573610	24,7136198	6620177,03	1050996,60	93,5	363,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	93,5	23,1	-68,2	19,3	93,5	23,1	161,1	-3,0	363,6	91,6	19,1	-68,2	19,1	13,2	19,1	159,2	-3,0	145,7	91,6	25,4	-67,6	22,1	91,6	25,4	159,8	-3,0	452,6	82,1	50,0	-59,3	50,5	-179,4	0,0	142,3	-3,0	0,0	91,6	11,0	-67,6	10,8	179,2	28,2	159,2	-3,0	226,1	93,5	23,1	-68,2	19,3	93,5	23,1	161,1	-3,0	363,6	
422,0	1	99578,0	1	99577,0	23,0	161,2	-3,1	2000	NaN	NaN	C	18514	75,3	71,5	56	59,3573698	24,7136261	6620178,05	1050996,82	93,7	363,2	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	93,7	23,0	-67,5	19,3	93,7	23,0	161,2	-3,1	363,2	91,0	18,9	-67,5	18,9	13,8	18,9	158,5	-3,1	143,1	91,0	25,4	-65,7	22,5	91,0	25,4	156,4	-3,1	440,4	83,4	50,3	-59,9	50,6	-179,7	0,0	142,0	-3,1	0,0	91,0	10,6	-67,5	10,9	179,3	28,2	158,5	-3,1	226,5	93,7	23,0	-67,5	19,3	93,7	23,0	161,2	-3,1	363,2	
423,0	1	99577,0	1	99576,0	22,2	161,6	-3,2	2000	NaN	NaN	C	18562	75,3	71,5	56	59,3573773	24,7136316	6620178,93	1050997,00	93,1	339,8	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	93,1	22,2	-68,3	18,9	93,1	22,2	161,6	-3,2	339,8	91,7	18,6	-68,3	18,6	14,4	18,6	158,7	-3,2	139,7	92,5	24,5	-66,9	21,6	92,5	24,5	158,3	-3,2	420,3	81,4	49,3	-61,1	49,7	-179,6	0,0	144,4	-3,2	0,0	91,7	10,5	-68,3	10,9	179,5	27,5	158,7	-3,2	223,6	93,1	22,2	-68,3	18,9	93,1	22,2	161,6	-3,2	339,8	
424,0	1	99576,0	1	99575,0	23,0	159,9	-3,2	2000	NaN	NaN	C	18611	75,3	71,5	56	59,3573860	24,7136379	6620179,95	1050997,22	93,0	348,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	93,0	23,0	-65,0	18,8	93,0	23,0	159,9	-3,2	348,7	91,6	19,2	-66,3	19,2	14,4	19,2	156,7	-3,1	142,0	91,6	24,9	-65,0	20,8	91,6	24,9	157,3	-3,1	411,3	82,0	49,6	-60,5	48,9	-179,5	0,0	141,2	-3,1	0,0	91,6	10,7	-66,3	10,8	179,3	27,4	156,7	-3,2	225,7	93,0	23,0	-65,0	18,8	93,0	23,0	159,9	-3,2	348,7	
425,0	1	99575,0	1	99574,0	23,1	160,6	-3,2	2000	NaN	NaN	C	18659	75,3	71,5	56	59,3573948	24,7136442	6620180,97	1050997,43	91,8	344,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	91,8	23,1	-68,3	18,2	91,8	23,1	160,6	-3,2	344,7	88,8	18,8	-68,3	18,8	14,3	18,8	155,9	-3,2	144,4	91,0	25,3	-67,0	20,7	91,0	25,3	156,6	-3,2	415,9	82,7	49,8	-61,2	49,0	-179,4	0,0	141,1	-3,2	0,0	88,8	11,1	-68,3	10,4	179,3	27,6	155,9	-3,2	224,9	91,8	23,1	-68,3	18,2	91,8	23,1	160,6	-3,2	344,7	
426,0	1	99574,0	1	99573,0	22,9	161,5	-3,0	2000	NaN	NaN	C	18708	75,3	71,5	56	59,3574036	24,7136506	6620182,00	1050997,65	94,5	343,2	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	94,5	22,9	-67,7	19,3	94,5	22,9	161,5	-3,0	343,2	89,7	19,5	-67,7	19,5	16,7	19,5	159,2	-3,0	147,0	91,7	25,1	-67,6	21,6	91,7	25,1	159,4	-3,0	404,7	84,7	49,5	-59,9	49,6	-179,7	0,0	144,6	-3,0	0,0	89,7	10,9	-67,7	11,2	179,4	27,4	159,2	-3,0	225,2	94,5	22,9	-67,7	19,3	94,5	22,9	161,5	-3,0	343,2	
427,0	1	99573,0	1	99572,0	22,7	162,7	-2,9	2000	NaN	NaN	C	18756	75,3	71,5	56	59,3574111	24,7136560	6620182,87	1050997,83	94,7	345,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	94,7	22,7	-68,2	19,2	94,7	22,7	162,7	-2,9	345,6	91,6	18,9	-68,2	18,9	9,1	18,9	161,2	-2,9	141,6	94,5	24,7	-66,2	22,0	94,5	24,7	162,6	-2,9	420,9	84,1	49,2	-61,2	49,8	-179,5	0,0	145,4	-2,9	0,0	91,6	10,7	-68,2	11,4	179,4	27,6	161,2	-2,9	224,7	94,7	22,7	-68,2	19,2	94,7	22,7	162,7	-2,9	345,6	
428,0	1	99572,0	1	99571,0	23,2	161,6	-2,9	2000	NaN	NaN	C	18798	75,3	71,5	56	59,3574186	24,7136614	6620183,75	1050998,01	92,1	346,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	92,1	23,2	-68,6	18,8	92,1	23,2	161,6	-2,9	346,1	91,7	18,6	-67,8	18,6	6,7	18,6	159,7	-2,9	137,3	92,1	25,6	-67,0	21,7	92,1	25,6	158,0	-2,9	429,0	86,5	49,9	-60,9	49,5	-179,7	0,0	147,5	-2,9	0,0	91,7	11,1	-68,2	11,0	179,5	28,1	159,7	-2,9	222,6	92,1	23,2	-68,6	18,8	92,1	23,2	161,6	-2,9	346,1	
429,0	1	99571,0	1	99570,0	23,4	160,2	-2,8	2000	NaN	NaN	C	18854	75,3	71,5	56	59,3574287	24,7136687	6620184,92	1050998,26	92,5	349,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	92,5	23,4	-67,8	18,8	92,5	23,4	160,2	-2,8	349,5	90,8	19,0	-67,9	19,0	12,6	19,0	158,9	-2,8	139,4	90,8	25,9	-65,7	21,9	90,8	25,9	154,9	-2,8	434,6	83,5	50,5	-60,7	50,1	-179,6	0,0	143,8	-2,8	0,0	90,8	11,2	-67,2	10,8	179,5	28,2	158,0	-2,8	225,2	92,5	23,4	-67,8	18,8	92,5	23,4	160,2	-2,8	349,5	
430,0	1	99570,0	1	99569,0	24,4	163,5	-2,9	2000	NaN	NaN	C	18902	75,3	71,5	56	59,3574375	24,7136750	6620185,95	1050998,47	93,3	361,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	93,3	24,4	-69,0	19,2	93,3	24,4	163,5	-2,9	361,7	91,0	19,1	-68,4	19,1	14,4	19,1	159,4	-2,8	143,6	92,5	26,6	-67,1	22,2	92,5	26,6	162,2	-2,8	454,9	84,9	51,1	-62,0	50,3	-179,6	0,0	146,7	-2,8	0,0	91,0	11,4	-68,4	11,0	179,6	29,1	159,4	-2,9	228,2	93,3	24,4	-69,0	19,2	93,3	24,4	163,5	-2,9	361,7	
431,0	1	99569,0	1	99568,0	24,6	159,3	-2,8	2000	NaN	NaN	C	18944	75,3	71,5	56	59,3574450	24,7136804	6620186,83	1050998,66	94,6	373,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	94,6	24,6	-64,5	19,7	94,6	24,6	159,3	-2,8	373,6	92,1	19,4	-64,5	19,4	12,6	19,4	157,9	-2,9	145,3	93,8	27,7	-64,2	23,1	93,8	27,7	157,5	-2,9	476,2	84,8	51,9	-61,8	51,4	-179,6	0,0	145,7	-2,9	0,0	93,8	11,5	-64,5	11,2	179,7	30,1	157,9	-2,8	234,2	94,6	24,6	-64,5	19,7	94,6	24,6	159,3	-2,8	373,6	
432,0	1	99568,0	1	99567,0	23,7	162,8	-2,8	2000	NaN	NaN	C	18993	75,4	71,5	56	59,3574538	24,7136868	6620187,85	1050998,87	94,5	363,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	94,5	23,7	-68,9	20,1	94,5	23,7	162,8	-2,8	363,3	91,7	19,1	-68,3	19,1	12,0	19,1	160,6	-2,8	149,3	92,4	26,5	-68,3	23,4	92,4	26,5	158,0	-2,8	462,0	81,6	51,1	-64,3	51,1	-179,3	0,0	147,1	-2,8	0,0	91,7	11,1	-68,3	11,7	179,8	29,5	160,6	-2,8	231,9	94,5	23,7	-68,9	20,1	94,5	23,7	162,8	-2,8	363,3	
433,0	1	99567,0	1	99566,0	23,3	163,3	-2,9	2000	NaN	NaN	C	19035	75,4	71,5	56	59,3574601	24,7136913	6620188,58	1050999,03	95,3	365,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	95,3	23,3	-68,3	20,0	95,3	23,3	163,3	-2,9	365,3	92,0	19,3	-66,6	19,3	13,5	19,3	158,6	-2,8	145,3	94,3	25,8	-65,3	23,3	94,3	25,8	158,8	-2,8	458,7	83,1	50,1	-60,1	51,3	-179,6	0,0	141,8	-2,8	0,0	91,7	10,7	-67,6	11,5	179,7	28,6	159,9	-2,9	230,7	95,3	23,3	-68,3	20,0	95,3	23,3	163,3	-2,9	365,3	
434,0	1	99566,0	1	99565,0	24,0	162,1	-2,9	2000	NaN	NaN	C	19091	75,4	71,5	56	59,3574701	24,7136986	6620189,75	1050999,27	93,2	377,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	93,8	23,5	-68,3	22,3	93,2	24,0	162,1	-2,9	377,0	92,5	20,5	-68,2	20,5	12,3	20,5	160,7	-2,7	153,7	93,8	25,9	-68,2	24,8	93,2	26,5	161,4	-2,7	468,2	85,7	50,3	-63,4	52,6	-179,4	0,0	149,2	-2,7	0,0	92,5	11,0	-68,3	13,0	179,4	30,0	160,7	-2,9	239,5	93,8	23,5	-68,3	22,3	93,2	24,0	162,1	-2,9	377,0	
435,0	1	99565,0	1	99564,0	23,9	162,6	-3,0	2000	NaN	NaN	C	19140	75,4	71,5	56	59,3574789	24,7137049	6620190,77	1050999,49	-67,0	378,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	93,9	22,9	-68,3	23,8	-67,0	23,9	162,6	-3,0	378,4	92,3	21,1	-67,7	21,1	10,8	21,1	160,0	-2,7	157,5	93,0	25,4	-67,7	26,5	-67,0	26,5	159,9	-2,7	462,9	82,7	50,0	-65,0	54,2	-179,6	0,0	148,7	-2,7	0,0	91,6	10,7	-68,3	14,2	179,6	30,6	158,5	-3,0	248,0	93,9	22,9	-68,3	23,8	-67,0	23,9	162,6	-3,0	378,4	
436,0	1	99564,0	1	99563,0	23,1	163,4	-3,0	2000	NaN	NaN	C	19182	75,4	71,5	56	59,3574864	24,7137103	6620191,65	1050999,67	-67,6	363,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	95,2	22,1	-67,6	23,1	-67,6	23,1	163,4	-3,0	363,9	92,4	20,2	-66,0	20,2	8,5	20,2	158,0	-2,7	143,3	92,4	24,7	-66,0	26,5	-66,0	26,5	158,0	-2,7	463,6	84,8	49,1	-61,5	54,3	-179,3	0,0	146,6	-2,7	0,0	91,7	10,0	-67,6	14,3	179,5	30,4	157,7	-3,0	246,8	95,2	22,1	-67,6	23,1	-67,6	23,1	163,4	-3,0	363,9	
437,0	1	99563,0	1	99562,0	22,8	164,8	-3,1	2000	NaN	NaN	C	19231	75,4	71,5	56	59,3574952	24,7137167	6620192,68	1050999,89	94,7	358,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	96,6	22,8	-68,2	22,2	94,7	22,8	164,8	-3,1	358,4	94,0	20,1	-66,9	20,1	9,1	20,1	160,1	-2,9	148,7	94,0	24,9	-66,9	25,3	92,6	25,3	160,1	-2,9	439,1	88,2	48,9	-63,7	53,1	-179,7	0,0	151,9	-2,9	0,0	91,0	10,5	-68,2	13,6	179,7	30,0	159,2	-3,1	242,2	96,6	22,8	-68,2	22,2	94,7	22,8	164,8	-3,1	358,4	
