ViaPPS produsert fil	: Filversjon 1.21
F.ID.	: Rosita_NO_001
ViaPPS software versjon	: 8.9.12.1

Rapportdato				: 26.03.2026 13:24:47
Filnavn					: PPS_Fy01_93_1_m99999-1_m99099_felt2___20260313-145715.txt
Mappe					: D:\ViaPPS_RBS\RAW_DATA\Fy001_93_hp1_f2_20260313-145715

ViaPPS opptakerversjon	: 8.5.6.0 - 01.06.2016 13:21:02

Sjåfør					: Egon
Bilnummer				: 
UtstyrsID				: VIATECH
Utstyrsmerknader		: 
Opptaksdato				: 13.03.2026 14:57:15
Formål					: 
Måleserienummer					: 1
Målingskommentarer		: 
Målingslengde			: 899
Værkommentarer			: 
Teksturlaserposisjon	: Y

Beregningsintervall [m]	: 1
Rettholt venstre [m]	: Bunnrettholt : -1,8[m]  Snorholt : -1,8[m]  Regresjonsholt : -1,8[m]
Rettholt høyre [m]		: Bunnrettholt :  1,8[m]  Snorholt :  1,8[m]  Regresjonsholt :  1,8[m]
Filter orden [punkter]	: 11
Profil snittlengde [m]	: 0,0
Metodefil versjon/dato	: Ikke tilgjengelig
Beregningskommentaer	: Beregningstype=CEN_13036_8, Midlingsalgoritme=ChebyshevFilter, AntallMidledeProfiler=1, Rettholtlengdetype=Fast lengde, Sporryggdeteksjon=Av
Kalibreringsdata	: Kalib.dato=19. juni 2025 09:11:30, Pulser=1203,835000, Rull=0,000000, Stamp=-0,033432, ScannerRull=-0,006738
Tverrfallskalibreringsdata	: 13. mars 2026 14:35:31
Sensormontasjedata1	: Imu=-1,60[m], ProfileScanner=-3,60[m], TeksturLaser=2,26[m]
Sensormontasjedata2	: GnssDx=-1,92[m], GnssDy=-0,28[m], GnssDz=-2,29[m]
Sensormontasjedata3	: GnssImuDx=-0,03[m], GnssImuDy=0,33[m], GnssImuDz=1,51[m]

Vegnett fylkesversjon			: 
Vegnett serverversjon			: 
Vegnett genereringsappliksajonsversjon	: 

Startposisjon:
Fylke			: 1
Veg				: 93
Strekning		: 1
Vegmeter		: 99999
Kjørefelt		: 2
Stedsnavn		: 

Stopposisjon:
Fylke			: 1
Veg				: 93
Strekning		: 1
Vegmeter		: 99099,9405956182
Kjørefelt		: 2
Stedsnavn		: 

Vegnettnoder
Nodenr	: Lengde [m]	: Fylke []	: Stedsnavn []	: Vegnavn []	: Hp []	: Fra Vegmeter [m]	: Til Vegmeter [m]	: 
Node0	: 900	: 1	: 	: 93	: 1	: 99099	: 100000

Justeringsnoder
Justeringnr	: Distanse [m]	: Justering [m]

Utkjørt meter [m]	Fra strekning []	Fra vegmeter [m]	Til strekning []	Til vegmeter [m]	Spordybde [mm]	Sporbredde [cm]	Tverrfall [%]	Kurveradius [m]	IRI [mm/m]	MPD [mm]	Beregningsmetode []	Tid [ms]	Hastighet [km/t]	Høyde [m]	Signalkvalitet [%]	Breddegrad [°]	Lengdegrad [°]	Sone 33V N [m]	Sone 33V Ø [m]	Sporposisjon [cm]	Areal [cm^2]	Pause []	Pos. asfalt kant [cm]	Pos. kantlinje [cm]	Type kantlinje []	Kval. kantlinje [%]	Pos. midtlinje [cm]	Type midtlinje []	Kval. midtlinje [%]	Pos. ekstra midtlinje [cm]	Type ekstra midtlinje []	Kval. ekstra midtlinje [%]	CEN 13036 Høyre sporposisjon [cm]	CEN 13036 Høyre spordybde [mm]	CEN 13036 Venstre sporposisjon [cm]	CEN 13036 Venstre spordybde [mm]	CEN 13036 Max sporposisjon [cm]	CEN 13036 Max spordybde [mm]	CEN 13036 Sporbredde [cm]	CEN 13036 Tverrfall [%]	CEN 13036 Areal [cm^2]	Bunn Høyre sporposisjon [cm]	Bunn Høyre spordybde [mm]	Bunn Venstre sporposisjon [cm]	Bunn Venstre spordybde [mm]	Bunn Max sporposisjon [cm]	Bunn Max spordybde [mm]	Bunn Sporbredde [cm]	Bunn Tverrfall [%]	Bunn Areal [cm^2]	Snor Høyre sporposisjon [cm]	Snor Høyre spordybde [mm]	Snor Venstre sporposisjon [cm]	Snor Venstre spordybde [mm]	Snor Max sporposisjon [cm]	Snor Max spordybde [mm]	Snor Sporbredde [cm]	Snor Tverrfall [%]	Snor Areal [cm^2]	Krum Høyre sporposisjon [cm]	Krum Høyre spordybde [mm]	Krum Venstre sporposisjon [cm]	Krum Venstre spordybde [mm]	Krum Max sporposisjon [cm]	Krum Max spordybde [mm]	Krum Sporbredde [cm]	Krum Tverrfall [%]	Krum Areal [cm^2]	Regresjon Høyre sporposisjon [cm]	Regresjon Høyre spordybde [mm]	Regresjon Venstre sporposisjon [cm]	Regresjon Venstre spordybde [mm]	Regresjon Max sporposisjon [cm]	Regresjon Max spordybde [mm]	Regresjon Sporbredde [cm]	Regresjon Tverrfall [%]	Regresjon Areal [cm^2]	Metode Høyre sporposisjon [cm]	Metode Høyre spordybde [mm]	Metode Venstre sporposisjon [cm]	Metode Venstre spordybde [mm]	Metode Max sporposisjon [cm]	Metode Max spordybde [mm]	Metode Sporbredde [cm]	Metode Tverrfall [%]	Metode Areal [cm^2]	
495,0	1	99505,0	1	99504,0	24,9	158,4	-3,1	2000	NaN	NaN	C	20615	81,1	71,2	56	59,3579788	24,7140727	6620249,11	1051012,11	85,4	351,6	False	NaN	158,3	_	57	NaN	_	NaN	NaN	_	NaN	85,4	24,9	-73,5	22,2	85,4	24,9	158,4	-3,1	351,6	84,7	21,6	-73,5	21,6	-2,1	21,6	157,6	-3,1	148,3	84,7	26,8	-73,4	24,7	84,7	26,8	158,2	-3,1	414,3	79,3	51,4	-70,2	51,2	-179,6	0,0	149,0	-3,1	0,0	84,7	13,6	-73,5	13,6	170,9	28,4	157,6	-3,1	249,3	85,4	24,9	-73,5	22,2	85,4	24,9	158,4	-3,1	351,6	
496,0	1	99504,0	1	99503,0	24,6	160,8	-3,1	2000	NaN	NaN	C	20657	81,1	71,2	56	59,3579869	24,7140786	6620250,06	1051012,31	86,1	339,4	False	NaN	157,7	_	33	NaN	_	NaN	NaN	_	NaN	86,1	24,6	-73,5	22,2	86,1	24,6	160,8	-3,1	339,4	84,2	21,5	-73,5	21,5	0,8	21,5	159,6	-3,1	144,5	84,2	26,6	-73,5	24,5	84,2	26,6	159,3	-3,1	405,5	81,4	51,4	-69,9	50,8	-179,5	0,0	151,0	-3,1	0,0	84,1	13,4	-73,5	13,7	171,4	28,1	158,8	-3,1	246,3	86,1	24,6	-73,5	22,2	86,1	24,6	160,8	-3,1	339,4	
497,0	1	99503,0	1	99502,0	23,8	161,6	-3,1	2000	NaN	NaN	C	20699	81,1	71,2	56	59,3579950	24,7140844	6620251,00	1051012,51	86,6	335,7	False	NaN	158,1	_	54	NaN	_	NaN	NaN	_	NaN	86,6	23,8	-74,5	22,0	86,6	23,8	161,6	-3,1	335,7	86,2	21,0	-74,5	21,0	-3,0	21,0	161,3	-3,0	146,1	86,6	25,5	-73,9	23,7	86,6	25,5	161,6	-3,0	393,2	81,4	49,8	-69,8	49,8	-179,6	0,0	150,5	-3,0	0,0	86,2	12,9	-74,5	13,5	167,9	27,1	161,3	-3,1	245,0	86,6	23,8	-74,5	22,0	86,6	23,8	161,6	-3,1	335,7	
498,0	1	99502,0	1	99501,0	24,3	161,9	-3,1	2000	NaN	NaN	C	20741	81,1	71,2	56	59,3580018	24,7140893	6620251,79	1051012,67	87,5	336,2	False	NaN	158,9	_	54	NaN	_	NaN	NaN	_	NaN	87,5	24,3	-74,8	21,4	87,5	24,3	161,9	-3,1	336,2	86,8	21,2	-74,7	21,2	-5,1	21,2	161,6	-3,1	141,8	87,5	26,2	-74,7	24,1	87,5	26,2	161,6	-3,1	406,8	80,3	50,3	-70,2	50,3	-179,4	0,0	150,9	-3,1	0,0	86,8	13,4	-74,7	13,2	169,3	27,6	161,6	-3,1	246,8	87,5	24,3	-74,8	21,4	87,5	24,3	161,9	-3,1	336,2	
499,0	1	99501,0	1	99500,0	23,9	161,4	-3,0	2000	NaN	NaN	C	20783	81,1	71,2	56	59,3580099	24,7140952	6620252,73	1051012,87	87,8	334,8	False	NaN	158,0	_	33	NaN	_	NaN	NaN	_	NaN	87,8	23,9	-74,2	22,2	87,8	23,9	161,4	-3,0	334,8	86,2	21,5	-73,5	21,5	-6,3	21,5	158,7	-3,0	144,9	86,2	25,3	-73,5	24,0	86,2	25,3	158,7	-3,0	392,3	79,0	49,9	-69,9	50,5	-179,4	0,0	149,2	-3,0	0,0	86,2	13,0	-73,5	13,7	167,5	27,2	158,7	-3,0	243,6	87,8	23,9	-74,2	22,2	87,8	23,9	161,4	-3,0	334,8	
500,0	1	99500,0	1	99499,0	23,5	160,3	-3,0	2000	NaN	NaN	C	20832	81,1	71,2	56	59,3580193	24,7141020	6620253,84	1051013,10	86,8	334,2	False	NaN	158,2	_	28	NaN	_	NaN	NaN	_	NaN	86,8	23,5	-73,5	21,4	86,8	23,5	160,3	-3,0	334,2	84,1	20,8	-73,4	20,8	-2,7	20,8	157,5	-3,0	137,0	84,1	24,9	-73,4	23,3	84,1	24,9	157,5	-3,0	390,6	78,7	49,4	-70,2	49,6	-179,5	0,0	148,6	-3,0	0,0	84,1	12,6	-73,5	13,1	168,3	26,7	158,9	-3,0	241,3	86,8	23,5	-73,5	21,4	86,8	23,5	160,3	-3,0	334,2	
501,0	1	99499,0	1	99498,0	23,0	156,4	-2,8	2000	NaN	NaN	C	20881	81,1	71,2	56	59,3580288	24,7141088	6620254,94	1051013,33	83,6	335,6	False	NaN	157,9	_	65	NaN	_	NaN	NaN	_	NaN	83,6	23,0	-72,8	21,4	83,6	23,0	156,4	-2,8	335,6	83,6	21,3	-72,8	21,3	-4,5	21,3	155,6	-2,8	144,6	83,6	24,2	-72,8	23,3	83,6	24,2	156,4	-2,8	377,3	80,1	48,8	-70,8	49,6	-179,5	0,0	150,2	-2,8	0,0	82,8	12,5	-72,8	12,9	168,5	26,2	155,6	-2,8	241,5	83,6	23,0	-72,8	21,4	83,6	23,0	156,4	-2,8	335,6	
502,0	1	99498,0	1	99497,0	23,5	159,2	-2,8	2000	NaN	NaN	C	20923	81,1	71,2	56	59,3580369	24,7141146	6620255,88	1051013,53	84,9	337,9	False	NaN	157,6	_	65	NaN	_	NaN	NaN	_	NaN	85,9	23,4	-73,5	21,9	84,9	23,5	159,2	-2,8	337,9	84,6	21,5	-73,5	21,5	0,6	21,5	158,4	-2,7	147,6	84,6	24,3	-73,5	23,2	82,6	24,8	158,4	-2,7	392,2	79,6	49,4	-69,3	49,7	-179,4	0,0	148,9	-2,7	0,0	82,6	12,7	-73,5	13,3	170,4	26,8	156,8	-2,8	239,9	85,9	23,4	-73,5	21,9	84,9	23,5	159,2	-2,8	337,9	
503,0	1	99497,0	1	99496,0	24,2	161,7	-2,8	2000	NaN	NaN	C	20972	81,1	71,2	56	59,3580464	24,7141214	6620256,99	1051013,76	86,9	342,6	False	NaN	156,8	_	38	NaN	_	NaN	NaN	_	NaN	86,9	24,2	-75,6	22,2	86,9	24,2	161,7	-2,8	342,6	84,9	21,5	-75,6	21,5	1,4	21,5	161,1	-2,7	151,8	84,9	25,6	-75,6	23,9	84,9	25,6	159,7	-2,7	406,0	80,2	50,4	-70,8	50,2	-179,7	0,0	151,1	-2,7	0,0	84,9	12,9	-75,6	13,3	170,3	27,5	161,1	-2,8	246,9	86,9	24,2	-75,6	22,2	86,9	24,2	161,7	-2,8	342,6	
504,0	1	99496,0	1	99495,0	24,8	160,4	-2,7	2000	NaN	NaN	C	21014	81,1	71,2	56	59,3580545	24,7141273	6620257,93	1051013,96	87,5	352,8	False	NaN	157,5	_	55	NaN	_	NaN	NaN	_	NaN	87,5	24,8	-73,5	22,3	87,5	24,8	160,4	-2,7	352,8	84,2	21,5	-73,2	21,5	3,5	21,5	156,8	-2,6	141,6	85,2	27,0	-72,9	24,4	85,2	27,0	158,4	-2,6	429,5	79,5	51,8	-69,9	51,0	-179,6	0,0	149,4	-2,6	0,0	83,6	13,3	-73,5	13,4	171,5	28,5	156,4	-2,7	251,3	87,5	24,8	-73,5	22,3	87,5	24,8	160,4	-2,7	352,8	
505,0	1	99495,0	1	99494,0	25,9	162,3	-2,6	2000	NaN	NaN	C	21056	81,2	71,2	56	59,3580626	24,7141331	6620258,88	1051014,16	85,8	365,3	False	NaN	157,0	_	44	NaN	_	NaN	NaN	_	NaN	85,8	25,9	-75,8	22,6	85,8	25,9	162,3	-2,6	365,3	83,8	22,1	-75,1	22,1	1,7	22,1	158,9	-2,6	155,3	84,1	27,7	-74,1	25,0	84,1	27,7	159,3	-2,6	438,0	80,7	52,4	-70,1	51,4	-179,5	0,0	150,6	-2,6	0,0	83,8	13,9	-74,8	13,6	172,1	29,4	159,3	-2,6	259,8	85,8	25,9	-75,8	22,6	85,8	25,9	162,3	-2,6	365,3	
506,0	1	99494,0	1	99493,0	25,9	158,3	-2,6	2000	NaN	NaN	C	21098	81,2	71,2	57	59,3580694	24,7141380	6620259,67	1051014,32	85,2	369,2	False	NaN	157,3	_	22	NaN	_	NaN	NaN	_	NaN	85,2	25,9	-73,1	22,1	85,2	25,9	158,3	-2,6	369,2	83,5	22,1	-73,1	22,1	2,3	22,1	157,2	-2,6	153,4	84,8	27,6	-72,8	24,4	84,8	27,6	157,2	-2,6	425,7	79,4	52,8	-68,7	51,1	-179,4	0,0	148,2	-2,6	0,0	83,5	13,8	-73,1	13,3	172,9	29,3	157,2	-2,6	259,8	85,2	25,9	-73,1	22,1	85,2	25,9	158,3	-2,6	369,2	
507,0	1	99493,0	1	99492,0	26,7	158,5	-2,5	2000	NaN	NaN	C	21141	81,2	71,2	56	59,3580775	24,7141438	6620260,62	1051014,52	85,5	380,6	False	NaN	157,6	_	54	NaN	_	NaN	NaN	_	NaN	85,5	26,7	-73,0	22,9	85,5	26,7	158,5	-2,5	380,6	83,7	22,7	-73,0	22,7	1,4	22,7	156,2	-2,6	155,5	85,1	28,6	-72,7	25,0	85,1	28,6	156,9	-2,6	446,2	79,3	53,6	-69,4	51,6	-179,2	0,0	147,8	-2,6	0,0	83,7	14,4	-73,0	13,4	171,6	30,2	156,2	-2,5	266,8	85,5	26,7	-73,0	22,9	85,5	26,7	158,5	-2,5	380,6	
508,0	1	99492,0	1	99491,0	26,7	158,8	-2,5	2000	NaN	NaN	C	21183	81,2	71,2	56	59,3580856	24,7141496	6620261,56	1051014,71	85,2	371,1	False	NaN	158,2	_	55	NaN	_	NaN	NaN	_	NaN	85,2	26,7	-72,6	23,0	85,2	26,7	158,8	-2,5	371,1	85,2	23,0	-72,6	23,0	0,2	23,0	158,8	-2,6	156,4	85,2	28,5	-72,0	25,1	85,2	28,5	158,8	-2,6	452,3	80,4	53,5	-69,1	51,9	-179,0	0,0	149,5	-2,6	0,0	85,1	14,3	-72,6	13,8	172,4	30,2	158,2	-2,5	267,7	85,2	26,7	-72,6	23,0	85,2	26,7	158,8	-2,5	371,1	
509,0	1	99491,0	1	99490,0	27,1	159,0	-2,5	2000	NaN	NaN	C	21232	81,3	71,2	56	59,3580951	24,7141564	6620262,67	1051014,94	86,2	381,2	False	NaN	157,8	_	66	NaN	_	NaN	NaN	_	NaN	86,2	27,1	-72,6	23,3	86,2	27,1	159,0	-2,5	381,2	85,4	23,5	-72,1	23,5	3,8	23,5	157,5	-2,6	162,0	85,4	28,7	-72,1	25,6	85,4	28,7	157,5	-2,6	454,0	82,0	53,4	-69,5	51,9	-179,4	0,0	151,0	-2,6	0,0	85,4	14,5	-72,1	13,7	173,1	30,4	157,5	-2,5	269,4	86,2	27,1	-72,6	23,3	86,2	27,1	159,0	-2,5	381,2	
510,0	1	99490,0	1	99489,0	26,4	161,2	-2,6	2000	NaN	NaN	C	21275	81,3	71,2	56	59,3581032	24,7141622	6620263,61	1051015,14	86,5	382,9	False	NaN	158,1	_	55	NaN	_	NaN	NaN	_	NaN	86,5	26,4	-74,1	24,0	86,5	26,4	161,2	-2,6	382,9	84,8	22,9	-74,1	22,9	2,6	22,9	158,8	-2,6	159,2	84,8	28,5	-74,0	26,2	84,8	28,5	157,9	-2,6	458,7	80,7	53,3	-69,5	52,8	-179,4	0,0	150,8	-2,6	0,0	84,8	14,0	-74,1	14,4	173,9	30,0	158,8	-2,6	269,2	86,5	26,4	-74,1	24,0	86,5	26,4	161,2	-2,6	382,9	
511,0	1	99489,0	1	99488,0	26,5	160,6	-2,6	2000	NaN	NaN	C	21317	81,3	71,2	56	59,3581113	24,7141680	6620264,56	1051015,34	87,8	375,3	False	NaN	158,0	_	33	NaN	_	NaN	NaN	_	NaN	87,8	26,5	-73,1	24,0	87,8	26,5	160,6	-2,6	375,3	85,8	23,5	-73,0	23,5	-0,3	23,5	159,8	-2,6	160,0	87,8	28,4	-73,0	26,2	87,8	28,4	160,6	-2,6	445,0	81,7	53,0	-68,8	52,8	-179,2	0,0	151,7	-2,6	0,0	85,8	14,3	-73,0	14,6	173,3	30,3	159,8	-2,6	267,5	87,8	26,5	-73,1	24,0	87,8	26,5	160,6	-2,6	375,3	
512,0	1	99488,0	1	99487,0	26,7	157,6	-2,6	2000	NaN	NaN	C	21367	81,3	71,2	56	59,3581208	24,7141748	6620265,66	1051015,56	85,5	371,4	False	NaN	157,9	_	56	NaN	_	NaN	NaN	_	NaN	85,5	26,7	-72,7	23,2	85,5	26,7	157,6	-2,6	371,4	85,5	23,2	-72,1	23,2	-6,2	23,2	157,6	-2,6	153,6	85,5	28,4	-72,0	25,7	85,5	28,4	157,6	-2,6	430,5	80,7	53,2	-69,3	52,2	-179,3	0,0	149,5	-2,6	0,0	85,5	14,3	-72,0	14,4	171,6	30,0	157,6	-2,6	265,7	85,5	26,7	-72,7	23,2	85,5	26,7	157,6	-2,6	371,4	
513,0	1	99487,0	1	99486,0	26,9	160,2	-2,8	2000	NaN	NaN	C	21416	81,3	71,2	56	59,3581303	24,7141816	6620266,77	1051015,79	87,6	372,2	False	NaN	158,1	_	66	NaN	_	NaN	NaN	_	NaN	87,6	26,9	-72,1	23,1	87,6	26,9	160,2	-2,8	372,2	87,5	23,4	-72,1	23,4	1,5	23,4	159,6	-2,7	158,5	87,5	28,2	-72,0	25,8	87,5	28,2	159,6	-2,7	434,2	81,4	52,9	-68,8	52,4	-179,2	0,0	150,9	-2,7	0,0	87,5	14,3	-72,1	14,3	174,8	29,7	159,6	-2,8	265,0	87,6	26,9	-72,1	23,1	87,6	26,9	160,2	-2,8	372,2	
514,0	1	99486,0	1	99485,0	26,8	159,6	-2,8	2000	NaN	NaN	C	21459	81,3	71,2	56	59,3581384	24,7141874	6620267,71	1051015,99	87,5	381,1	False	NaN	159,1	_	66	NaN	_	NaN	NaN	_	NaN	87,5	26,8	-71,8	24,1	87,5	26,8	159,6	-2,8	381,1	86,7	23,5	-71,7	23,5	-1,8	23,5	158,9	-2,7	157,6	86,7	28,3	-71,7	26,5	86,7	28,3	159,2	-2,7	443,8	83,7	52,8	-68,1	53,1	-179,5	0,0	151,6	-2,7	0,0	86,7	14,3	-71,7	14,9	176,6	30,9	158,9	-2,8	269,5	87,5	26,8	-71,8	24,1	87,5	26,8	159,6	-2,8	381,1	
515,0	1	99485,0	1	99484,0	28,1	160,4	-2,9	2000	NaN	NaN	C	21501	81,3	71,2	56	59,3581465	24,7141932	6620268,66	1051016,18	89,4	386,9	False	NaN	159,2	_	66	NaN	_	NaN	NaN	_	NaN	89,4	28,1	-71,4	24,5	89,4	28,1	160,4	-2,9	386,9	88,9	23,5	-71,2	23,5	-0,1	23,5	159,7	-2,8	157,6	88,9	30,2	-71,2	27,5	88,9	30,2	159,4	-2,8	481,7	84,9	54,7	-68,9	54,4	-179,7	0,0	153,5	-2,8	0,0	88,9	14,8	-71,4	15,4	175,5	32,9	159,9	-2,9	277,5	89,4	28,1	-71,4	24,5	89,4	28,1	160,4	-2,9	386,9	
516,0	1	99484,0	1	99483,0	27,2	160,3	-2,9	2000	NaN	NaN	C	21544	81,3	71,2	56	59,3581546	24,7141990	6620269,61	1051016,38	89,6	375,8	False	NaN	159,1	_	66	NaN	_	NaN	NaN	_	NaN	89,6	27,2	-70,5	23,1	89,6	27,2	160,3	-2,9	375,8	88,1	22,8	-70,5	22,8	-0,4	22,8	158,3	-2,9	153,4	89,6	29,6	-70,5	25,7	89,6	29,6	160,0	-2,9	456,6	82,7	53,8	-67,6	52,6	-179,5	0,0	151,2	-2,9	0,0	87,8	14,2	-70,5	14,2	177,1	32,0	158,3	-2,9	266,7	89,6	27,2	-70,5	23,1	89,6	27,2	160,3	-2,9	375,8	
517,0	1	99483,0	1	99482,0	27,1	158,5	-2,9	2000	NaN	NaN	C	21587	81,3	71,2	56	59,3581627	24,7142049	6620270,55	1051016,58	88,7	376,1	False	NaN	159,7	_	66	NaN	_	NaN	NaN	_	NaN	88,7	27,1	-70,2	23,2	88,7	27,1	158,5	-2,9	376,1	87,8	22,9	-70,2	22,9	-0,3	22,9	157,8	-2,9	148,7	88,1	29,3	-70,2	26,1	88,1	29,3	158,2	-2,9	459,7	83,7	53,4	-67,8	53,0	-179,4	0,0	151,5	-2,9	0,0	87,8	14,3	-70,2	14,1	176,0	31,0	157,8	-2,9	264,4	88,7	27,1	-70,2	23,2	88,7	27,1	158,5	-2,9	376,1	
518,0	1	99482,0	1	99481,0	27,1	159,9	-2,8	2000	NaN	NaN	C	21629	81,3	71,2	56	59,3581709	24,7142107	6620271,50	1051016,77	89,2	371,4	False	NaN	160,1	_	66	NaN	_	NaN	NaN	_	NaN	89,2	27,1	-70,8	22,3	89,2	27,1	159,9	-2,8	371,4	87,1	22,8	-71,8	22,8	-0,6	22,8	159,1	-2,8	151,0	89,2	29,0	-69,1	24,8	89,2	29,0	158,6	-2,8	433,3	83,9	53,3	-66,6	51,8	-179,4	0,0	151,1	-2,8	0,0	87,1	14,4	-70,8	13,8	175,9	31,0	159,0	-2,8	264,1	89,2	27,1	-70,8	22,3	89,2	27,1	159,9	-2,8	371,4	
519,0	1	99481,0	1	99480,0	27,2	158,4	-2,8	2000	NaN	NaN	C	21679	81,3	71,2	56	59,3581803	24,7142174	6620272,60	1051017,00	88,7	367,8	False	NaN	160,4	_	67	NaN	_	NaN	NaN	_	NaN	88,7	27,2	-68,9	22,9	88,7	27,2	158,4	-2,8	367,8	86,8	23,4	-70,1	23,4	-3,3	23,4	158,2	-2,8	153,8	88,1	28,7	-68,9	24,6	88,1	28,7	158,2	-2,8	430,1	84,7	53,1	-68,0	51,6	-179,2	0,0	152,3	-2,8	0,0	86,8	14,4	-71,4	14,4	176,3	30,7	157,6	-2,8	260,2	88,7	27,2	-68,9	22,9	88,7	27,2	158,4	-2,8	367,8	
520,0	1	99480,0	1	99479,0	27,1	160,8	-2,7	2000	NaN	NaN	C	21722	81,3	71,2	56	59,3581885	24,7142233	6620273,55	1051017,20	91,6	372,3	False	NaN	160,4	_	66	NaN	_	NaN	NaN	_	NaN	91,6	27,1	-69,9	22,6	91,6	27,1	160,8	-2,7	372,3	90,0	23,0	-69,9	23,0	-0,7	23,0	159,4	-2,8	155,8	90,5	28,5	-68,9	24,4	90,5	28,5	159,3	-2,8	423,8	83,6	52,8	-66,6	51,7	-179,5	0,0	150,3	-2,8	0,0	90,0	14,3	-69,9	13,7	176,0	30,4	159,4	-2,7	262,2	91,6	27,1	-69,9	22,6	91,6	27,1	160,8	-2,7	372,3	
521,0	1	99479,0	1	99478,0	27,1	159,6	-2,7	2000	NaN	NaN	C	21765	81,3	71,2	56	59,3581966	24,7142291	6620274,50	1051017,39	89,1	368,8	False	NaN	160,9	_	67	NaN	_	NaN	NaN	_	NaN	89,1	27,1	-70,6	22,7	89,1	27,1	159,6	-2,7	368,8	88,8	23,0	-70,6	23,0	-1,6	23,0	159,4	-2,7	155,9	89,1	29,2	-70,6	25,2	89,1	29,2	159,4	-2,7	439,1	84,1	53,6	-66,0	52,1	-179,3	0,0	150,4	-2,7	0,0	88,8	14,5	-70,6	14,0	174,0	31,2	159,4	-2,7	264,0	89,1	27,1	-70,6	22,7	89,1	27,1	159,6	-2,7	368,8	
522,0	1	99478,0	1	99477,0	28,0	161,2	-2,7	2000	NaN	NaN	C	21808	81,3	71,2	56	59,3582047	24,7142349	6620275,44	1051017,59	91,4	382,7	False	NaN	160,7	_	67	NaN	_	NaN	NaN	_	NaN	91,4	28,0	-70,6	23,1	91,4	28,0	161,2	-2,7	382,7	90,0	23,3	-70,6	23,3	-0,1	23,3	161,2	-2,7	157,6	91,1	29,9	-69,5	25,4	91,1	29,9	160,2	-2,7	450,4	85,8	53,9	-67,6	52,4	-179,3	0,0	153,4	-2,7	0,0	90,0	14,7	-70,6	14,1	178,0	32,1	161,2	-2,7	267,1	91,4	28,0	-70,6	23,1	91,4	28,0	161,2	-2,7	382,7	
523,0	1	99477,0	1	99476,0	28,0	163,1	-2,5	2000	NaN	NaN	C	21851	81,3	71,2	56	59,3582128	24,7142407	6620276,39	1051017,78	91,4	382,4	False	NaN	160,7	_	67	NaN	_	NaN	NaN	_	NaN	91,4	28,0	-69,8	22,5	91,4	28,0	163,1	-2,5	382,4	89,7	22,8	-69,8	22,8	-2,7	22,8	159,8	-2,6	154,2	90,3	30,0	-68,5	25,2	90,3	30,0	158,4	-2,6	456,4	85,8	53,9	-66,2	52,2	-179,4	0,0	151,5	-2,6	0,0	89,7	14,5	-69,8	13,7	174,1	31,9	159,8	-2,5	266,8	91,4	28,0	-69,8	22,5	91,4	28,0	163,1	-2,5	382,4	
524,0	1	99476,0	1	99475,0	28,0	159,3	-2,5	2000	NaN	NaN	C	21901	81,3	71,2	56	59,3582223	24,7142475	6620277,49	1051018,01	91,0	386,0	False	NaN	160,9	_	67	NaN	_	NaN	NaN	_	NaN	91,0	28,0	-68,3	22,8	91,0	28,0	159,3	-2,5	386,0	90,3	23,2	-69,5	23,2	0,2	23,2	159,2	-2,6	167,2	90,3	29,8	-68,3	25,0	90,3	29,8	158,0	-2,6	455,1	85,6	53,9	-64,4	52,2	-179,5	0,0	150,6	-2,6	0,0	90,3	14,6	-68,3	13,7	175,9	31,9	157,3	-2,5	268,5	91,0	28,0	-68,3	22,8	91,0	28,0	159,3	-2,5	386,0	
525,0	1	99475,0	1	99474,0	28,1	158,5	-2,5	2000	NaN	NaN	C	21943	81,3	71,2	56	59,3582304	24,7142533	6620278,44	1051018,21	90,0	385,3	False	NaN	161,0	_	66	NaN	_	NaN	NaN	_	NaN	90,0	28,1	-69,3	22,4	90,0	28,1	158,5	-2,5	385,3	88,9	23,4	-69,9	23,4	1,1	23,4	158,3	-2,5	161,2	89,6	29,7	-67,6	25,0	89,6	29,7	157,6	-2,5	447,5	84,7	54,0	-65,3	52,4	-179,5	0,0	150,2	-2,5	0,0	88,9	14,6	-69,3	13,7	175,3	32,0	158,3	-2,5	266,5	90,0	28,1	-69,3	22,4	90,0	28,1	158,5	-2,5	385,3	
526,0	1	99474,0	1	99473,0	28,8	162,1	-2,5	2000	NaN	NaN	C	21986	81,2	71,2	56	59,3582386	24,7142591	6620279,39	1051018,41	90,3	394,3	False	NaN	161,3	_	67	NaN	_	NaN	NaN	_	NaN	90,3	28,8	-69,7	22,8	90,3	28,8	162,1	-2,5	394,3	89,0	23,3	-69,7	23,3	-1,0	23,3	160,2	-2,5	163,1	90,2	31,1	-69,0	26,0	90,2	31,1	159,9	-2,5	478,7	84,8	55,1	-66,0	53,2	-179,6	0,0	150,2	-2,5	0,0	89,0	15,1	-69,6	13,8	176,2	33,1	158,2	-2,5	273,8	90,3	28,8	-69,7	22,8	90,3	28,8	162,1	-2,5	394,3	
