ViaPPS produsert fil	: Filversjon 1.21
F.ID.	: Rosita_NO_001
ViaPPS software versjon	: 8.9.12.1

Rapportdato				: 26.03.2026 13:24:47
Filnavn					: PPS_Fy01_93_1_m99999-1_m99096_felt2___20260313-145233.txt
Mappe					: D:\ViaPPS_RBS\RAW_DATA\Fy001_93_hp1_f2_20260313-145233

ViaPPS opptakerversjon	: 8.5.6.0 - 01.06.2016 13:21:02

Sjåfør					: Egon
Bilnummer				: 
UtstyrsID				: VIATECH
Utstyrsmerknader		: 
Opptaksdato				: 13.03.2026 14:52:33
Formål					: 
Måleserienummer					: 1
Målingskommentarer		: 
Målingslengde			: 902
Værkommentarer			: 
Teksturlaserposisjon	: Y

Beregningsintervall [m]	: 1
Rettholt venstre [m]	: Bunnrettholt : -1,8[m]  Snorholt : -1,8[m]  Regresjonsholt : -1,8[m]
Rettholt høyre [m]		: Bunnrettholt :  1,8[m]  Snorholt :  1,8[m]  Regresjonsholt :  1,8[m]
Filter orden [punkter]	: 11
Profil snittlengde [m]	: 0,0
Metodefil versjon/dato	: Ikke tilgjengelig
Beregningskommentaer	: Beregningstype=CEN_13036_8, Midlingsalgoritme=ChebyshevFilter, AntallMidledeProfiler=1, Rettholtlengdetype=Fast lengde, Sporryggdeteksjon=Av
Kalibreringsdata	: Kalib.dato=19. juni 2025 09:11:30, Pulser=1203,835000, Rull=0,000000, Stamp=-0,033432, ScannerRull=-0,006738
Tverrfallskalibreringsdata	: 13. mars 2026 14:35:31
Sensormontasjedata1	: Imu=-1,60[m], ProfileScanner=-3,60[m], TeksturLaser=2,26[m]
Sensormontasjedata2	: GnssDx=-1,92[m], GnssDy=-0,28[m], GnssDz=-2,29[m]
Sensormontasjedata3	: GnssImuDx=-0,03[m], GnssImuDy=0,33[m], GnssImuDz=1,51[m]

Vegnett fylkesversjon			: 
Vegnett serverversjon			: 
Vegnett genereringsappliksajonsversjon	: 

Startposisjon:
Fylke			: 1
Veg				: 93
Strekning		: 1
Vegmeter		: 99999
Kjørefelt		: 2
Stedsnavn		: 

Stopposisjon:
Fylke			: 1
Veg				: 93
Strekning		: 1
Vegmeter		: 99096,669815277
Kjørefelt		: 2
Stedsnavn		: 

Vegnettnoder
Nodenr	: Lengde [m]	: Fylke []	: Stedsnavn []	: Vegnavn []	: Hp []	: Fra Vegmeter [m]	: Til Vegmeter [m]	: 
Node0	: 903	: 1	: 	: 93	: 1	: 99096	: 100000

Justeringsnoder
Justeringnr	: Distanse [m]	: Justering [m]

Utkjørt meter [m]	Fra strekning []	Fra vegmeter [m]	Til strekning []	Til vegmeter [m]	Spordybde [mm]	Sporbredde [cm]	Tverrfall [%]	Kurveradius [m]	IRI [mm/m]	MPD [mm]	Beregningsmetode []	Tid [ms]	Hastighet [km/t]	Høyde [m]	Signalkvalitet [%]	Breddegrad [°]	Lengdegrad [°]	Sone 33V N [m]	Sone 33V Ø [m]	Sporposisjon [cm]	Areal [cm^2]	Pause []	Pos. asfalt kant [cm]	Pos. kantlinje [cm]	Type kantlinje []	Kval. kantlinje [%]	Pos. midtlinje [cm]	Type midtlinje []	Kval. midtlinje [%]	Pos. ekstra midtlinje [cm]	Type ekstra midtlinje []	Kval. ekstra midtlinje [%]	CEN 13036 Høyre sporposisjon [cm]	CEN 13036 Høyre spordybde [mm]	CEN 13036 Venstre sporposisjon [cm]	CEN 13036 Venstre spordybde [mm]	CEN 13036 Max sporposisjon [cm]	CEN 13036 Max spordybde [mm]	CEN 13036 Sporbredde [cm]	CEN 13036 Tverrfall [%]	CEN 13036 Areal [cm^2]	Bunn Høyre sporposisjon [cm]	Bunn Høyre spordybde [mm]	Bunn Venstre sporposisjon [cm]	Bunn Venstre spordybde [mm]	Bunn Max sporposisjon [cm]	Bunn Max spordybde [mm]	Bunn Sporbredde [cm]	Bunn Tverrfall [%]	Bunn Areal [cm^2]	Snor Høyre sporposisjon [cm]	Snor Høyre spordybde [mm]	Snor Venstre sporposisjon [cm]	Snor Venstre spordybde [mm]	Snor Max sporposisjon [cm]	Snor Max spordybde [mm]	Snor Sporbredde [cm]	Snor Tverrfall [%]	Snor Areal [cm^2]	Krum Høyre sporposisjon [cm]	Krum Høyre spordybde [mm]	Krum Venstre sporposisjon [cm]	Krum Venstre spordybde [mm]	Krum Max sporposisjon [cm]	Krum Max spordybde [mm]	Krum Sporbredde [cm]	Krum Tverrfall [%]	Krum Areal [cm^2]	Regresjon Høyre sporposisjon [cm]	Regresjon Høyre spordybde [mm]	Regresjon Venstre sporposisjon [cm]	Regresjon Venstre spordybde [mm]	Regresjon Max sporposisjon [cm]	Regresjon Max spordybde [mm]	Regresjon Sporbredde [cm]	Regresjon Tverrfall [%]	Regresjon Areal [cm^2]	Metode Høyre sporposisjon [cm]	Metode Høyre spordybde [mm]	Metode Venstre sporposisjon [cm]	Metode Venstre spordybde [mm]	Metode Max sporposisjon [cm]	Metode Max spordybde [mm]	Metode Sporbredde [cm]	Metode Tverrfall [%]	Metode Areal [cm^2]	
490,0	1	99510,0	1	99509,0	23,9	157,9	-2,8	2000	NaN	NaN	C	22630	73,9	70,6	56	59,3579328	24,7140389	6620243,74	1051010,95	89,7	326,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	89,7	23,9	-68,3	21,5	89,7	23,9	157,9	-2,8	326,5	89,6	20,9	-68,3	20,9	8,8	20,9	157,6	-2,7	136,2	89,6	26,1	-68,0	23,6	89,6	26,1	157,2	-2,7	395,6	83,8	50,4	-65,6	50,7	-179,5	0,0	149,2	-2,7	0,0	89,3	12,8	-68,6	13,5	176,3	28,4	157,9	-2,8	239,4	89,7	23,9	-68,3	21,5	89,7	23,9	157,9	-2,8	326,5	
491,0	1	99509,0	1	99508,0	24,8	160,0	-2,7	2000	NaN	NaN	C	22678	73,9	70,6	56	59,3579414	24,7140451	6620244,75	1051011,16	90,4	324,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	90,4	24,8	-69,6	20,8	90,4	24,8	160,0	-2,7	324,0	89,0	20,9	-69,6	20,9	7,3	20,9	158,6	-2,7	131,6	89,7	26,8	-68,3	23,0	89,7	26,8	158,6	-2,7	400,9	84,8	51,1	-65,1	50,3	-179,4	0,0	149,2	-2,7	0,0	89,0	13,5	-69,6	13,3	178,3	29,0	158,6	-2,7	238,6	90,4	24,8	-69,6	20,8	90,4	24,8	160,0	-2,7	324,0	
492,0	1	99508,0	1	99507,0	24,3	158,5	-2,6	2000	NaN	NaN	C	22726	73,9	70,6	57	59,3579500	24,7140513	6620245,75	1051011,37	88,3	336,7	False	NaN	165,1	_	19	NaN	_	NaN	NaN	_	NaN	88,3	24,3	-69,6	21,4	88,3	24,3	158,5	-2,6	336,7	88,3	21,1	-69,6	21,1	9,6	21,1	157,9	-2,5	132,6	88,3	26,4	-69,0	23,9	88,3	26,4	157,3	-2,5	391,1	84,8	50,6	-65,8	51,2	-179,7	0,0	149,8	-2,5	0,0	87,6	13,1	-69,6	13,7	176,7	28,9	157,8	-2,6	238,9	88,3	24,3	-69,6	21,4	88,3	24,3	158,5	-2,6	336,7	
493,0	1	99507,0	1	99506,0	24,6	159,9	-2,7	2000	NaN	NaN	C	22781	73,9	70,6	56	59,3579586	24,7140575	6620246,76	1051011,58	89,7	335,0	False	NaN	163,6	_	41	NaN	_	NaN	NaN	_	NaN	89,7	24,6	-70,5	20,9	89,7	24,6	159,9	-2,7	335,0	88,7	21,2	-70,5	21,2	5,0	21,2	159,2	-2,6	139,9	88,7	26,4	-69,8	23,0	88,7	26,4	158,5	-2,6	398,1	83,2	50,8	-66,9	50,1	-179,4	0,0	150,2	-2,6	0,0	88,7	13,3	-70,5	13,2	175,6	28,5	159,2	-2,7	237,2	89,7	24,6	-70,5	20,9	89,7	24,6	159,9	-2,7	335,0	
494,0	1	99506,0	1	99505,0	24,9	158,8	-2,7	2000	NaN	NaN	C	22829	73,9	70,6	56	59,3579673	24,7140638	6620247,76	1051011,80	90,5	334,2	False	NaN	163,9	_	47	NaN	_	NaN	NaN	_	NaN	90,5	24,9	-69,1	20,7	90,5	24,9	158,8	-2,7	334,2	88,4	20,8	-69,1	20,8	1,4	20,8	155,9	-2,6	136,1	89,0	26,6	-67,7	23,1	89,0	26,6	156,0	-2,6	395,6	85,0	51,0	-65,6	50,3	-179,5	0,0	149,9	-2,6	0,0	88,4	13,1	-69,1	13,0	178,1	28,6	155,9	-2,7	234,7	90,5	24,9	-69,1	20,7	90,5	24,9	158,8	-2,7	334,2	
495,0	1	99505,0	1	99504,0	24,2	159,4	-2,5	2000	NaN	NaN	C	22877	73,9	70,6	56	59,3579759	24,7140700	6620248,77	1051012,01	89,7	337,0	False	NaN	163,6	_	66	NaN	_	NaN	NaN	_	NaN	89,7	24,2	-69,7	21,8	89,7	24,2	159,4	-2,5	337,0	89,1	21,4	-69,7	21,4	6,7	21,4	157,5	-2,4	142,6	89,1	26,3	-68,4	24,1	89,1	26,3	157,5	-2,4	415,7	82,2	50,5	-65,1	51,6	-179,7	0,0	148,0	-2,4	0,0	89,1	12,8	-69,7	13,6	175,7	29,0	158,1	-2,5	243,3	89,7	24,2	-69,7	21,8	89,7	24,2	159,4	-2,5	337,0	
496,0	1	99504,0	1	99503,0	24,6	159,5	-2,5	2000	NaN	NaN	C	22925	74,0	70,6	57	59,3579833	24,7140754	6620249,63	1051012,19	91,7	336,0	False	NaN	163,8	_	57	NaN	_	NaN	NaN	_	NaN	91,7	24,6	-68,4	21,8	91,7	24,6	159,5	-2,5	336,0	89,6	21,4	-68,4	21,4	6,7	21,4	158,0	-2,5	141,3	91,1	26,6	-68,4	24,4	91,1	26,6	158,2	-2,5	406,2	84,1	50,8	-65,7	51,7	-179,6	0,0	150,6	-2,5	0,0	89,6	13,3	-68,4	13,9	174,7	28,9	158,0	-2,5	243,3	91,7	24,6	-68,4	21,8	91,7	24,6	159,5	-2,5	336,0	
497,0	1	99503,0	1	99502,0	24,0	161,5	-2,6	2000	NaN	NaN	C	22967	74,0	70,6	56	59,3579906	24,7140807	6620250,49	1051012,37	91,4	336,9	False	NaN	162,8	_	33	NaN	_	NaN	NaN	_	NaN	91,4	24,0	-69,3	22,3	91,4	24,0	161,5	-2,6	336,9	89,3	21,5	-69,3	21,5	4,3	21,5	159,2	-2,5	144,7	91,1	25,7	-69,1	24,2	91,1	25,7	160,0	-2,5	396,4	85,2	49,7	-66,6	51,0	-179,5	0,0	151,9	-2,5	0,0	89,3	12,8	-69,3	13,8	172,9	28,0	159,2	-2,6	245,5	91,4	24,0	-69,3	22,3	91,4	24,0	161,5	-2,6	336,9	
498,0	1	99502,0	1	99501,0	24,2	161,7	-2,6	2000	NaN	NaN	C	23022	74,0	70,6	56	59,3580005	24,7140878	6620251,64	1051012,61	91,4	334,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	91,4	24,2	-70,2	21,7	91,4	24,2	161,7	-2,6	334,7	91,1	21,2	-70,2	21,2	5,2	21,2	161,3	-2,6	143,4	91,4	25,8	-70,2	23,8	91,4	25,8	161,7	-2,6	398,0	85,3	49,8	-65,7	50,9	-179,4	0,0	151,6	-2,6	0,0	91,1	13,1	-70,2	13,6	174,3	28,1	161,3	-2,6	241,8	91,4	24,2	-70,2	21,7	91,4	24,2	161,7	-2,6	334,7	
499,0	1	99501,0	1	99500,0	23,8	159,9	-2,6	2000	NaN	NaN	C	23070	74,0	70,6	56	59,3580091	24,7140940	6620252,64	1051012,82	89,8	329,4	False	NaN	162,9	_	47	NaN	_	NaN	NaN	_	NaN	89,8	23,8	-69,5	21,9	89,8	23,8	159,9	-2,6	329,4	89,8	21,2	-69,4	21,2	-0,3	21,2	158,7	-2,5	141,1	89,8	25,3	-69,4	23,9	89,8	25,3	158,7	-2,5	393,4	86,2	49,7	-65,7	50,8	-179,6	0,0	152,0	-2,5	0,0	89,8	12,6	-69,5	13,7	173,2	28,4	158,7	-2,6	241,4	89,8	23,8	-69,5	21,9	89,8	23,8	159,9	-2,6	329,4	
500,0	1	99500,0	1	99499,0	23,1	158,9	-2,6	2000	NaN	NaN	C	23112	74,0	70,6	56	59,3580165	24,7140994	6620253,51	1051013,00	89,1	327,5	False	NaN	162,9	_	33	NaN	_	NaN	NaN	_	NaN	89,3	23,1	-69,5	21,4	89,1	23,1	158,9	-2,6	327,5	88,7	21,1	-69,5	21,1	-3,3	21,1	158,5	-2,6	138,9	89,3	24,6	-69,2	23,0	87,7	24,6	158,9	-2,6	380,9	83,8	48,6	-65,7	50,2	-179,4	0,0	148,6	-2,6	0,0	88,7	12,3	-69,5	13,3	172,3	27,2	158,5	-2,6	235,4	89,3	23,1	-69,5	21,4	89,1	23,1	158,9	-2,6	327,5	
501,0	1	99499,0	1	99498,0	23,2	159,0	-2,7	2000	NaN	NaN	C	23167	74,0	70,6	57	59,3580252	24,7141056	6620254,51	1051013,21	89,4	322,5	False	NaN	163,3	_	41	NaN	_	NaN	NaN	_	NaN	89,4	23,2	-70,9	21,5	89,4	23,2	159,0	-2,7	322,5	89,0	21,0	-70,9	21,0	7,6	21,0	157,6	-2,6	141,4	89,0	24,5	-69,0	23,3	89,0	24,5	157,4	-2,6	372,5	83,2	48,9	-66,0	50,3	-179,6	0,0	148,6	-2,6	0,0	89,0	12,2	-70,9	13,3	175,0	27,3	157,6	-2,7	236,0	89,4	23,2	-70,9	21,5	89,4	23,2	159,0	-2,7	322,5	
502,0	1	99498,0	1	99497,0	22,9	159,5	-2,7	2000	NaN	NaN	C	23215	74,1	70,6	56	59,3580338	24,7141119	6620255,52	1051013,43	89,8	332,8	False	NaN	162,0	_	47	NaN	_	NaN	NaN	_	NaN	90,4	22,9	-70,2	21,4	89,8	22,9	159,5	-2,7	332,8	89,0	20,6	-70,2	20,6	6,1	20,6	159,3	-2,7	138,9	89,0	24,6	-70,2	23,5	88,9	24,6	158,0	-2,7	388,9	82,9	48,8	-66,4	50,4	-179,7	0,0	149,8	-2,7	0,0	89,0	11,9	-70,2	13,2	172,5	27,2	159,3	-2,7	235,2	90,4	22,9	-70,2	21,4	89,8	22,9	159,5	-2,7	332,8	
503,0	1	99497,0	1	99496,0	23,8	160,5	-2,8	2000	NaN	NaN	C	23264	74,1	70,6	56	59,3580424	24,7141181	6620256,53	1051013,64	89,6	336,9	False	NaN	161,8	_	47	NaN	_	NaN	NaN	_	NaN	89,6	23,8	-70,9	21,5	89,6	23,8	160,5	-2,8	336,9	88,5	21,1	-70,4	21,1	0,2	21,1	159,1	-2,7	140,8	88,5	25,3	-69,6	23,5	88,5	25,3	159,1	-2,7	396,4	84,3	49,6	-65,7	50,5	-179,5	0,0	149,4	-2,7	0,0	88,5	12,4	-69,6	13,4	174,1	27,9	158,9	-2,8	239,4	89,6	23,8	-70,9	21,5	89,6	23,8	160,5	-2,8	336,9	
504,0	1	99496,0	1	99495,0	25,1	161,3	-2,7	2000	NaN	NaN	C	23313	74,1	70,6	56	59,3580511	24,7141244	6620257,53	1051013,85	89,8	350,2	False	NaN	161,4	_	56	NaN	_	NaN	NaN	_	NaN	89,8	25,1	-69,6	22,0	89,8	25,1	161,3	-2,7	350,2	89,6	22,1	-69,6	22,1	7,9	22,1	159,2	-2,7	144,8	89,6	26,3	-69,6	24,5	89,6	26,3	159,2	-2,7	424,2	83,5	50,6	-65,7	51,8	-179,5	0,0	151,2	-2,7	0,0	89,6	13,4	-69,6	13,4	173,9	28,4	159,2	-2,7	247,4	89,8	25,1	-69,6	22,0	89,8	25,1	161,3	-2,7	350,2	
505,0	1	99495,0	1	99494,0	25,4	161,5	-2,7	2000	NaN	NaN	C	23354	74,1	70,6	56	59,3580572	24,7141288	6620258,25	1051014,00	90,8	360,8	False	NaN	161,3	_	44	NaN	_	NaN	NaN	_	NaN	90,8	25,4	-71,2	22,2	90,8	25,4	161,5	-2,7	360,8	89,7	21,8	-70,6	21,8	5,6	21,8	160,5	-2,7	149,1	89,7	27,5	-70,2	24,9	89,7	27,5	159,6	-2,7	436,3	84,1	51,8	-66,2	52,0	-179,5	0,0	150,2	-2,7	0,0	89,7	13,3	-70,6	13,6	175,6	29,5	160,5	-2,7	251,6	90,8	25,4	-71,2	22,2	90,8	25,4	161,5	-2,7	360,8	
506,0	1	99494,0	1	99493,0	26,2	158,3	-2,7	2000	NaN	NaN	C	23410	74,1	70,6	56	59,3580671	24,7141360	6620259,40	1051014,24	88,3	367,4	False	NaN	161,2	_	33	NaN	_	NaN	NaN	_	NaN	88,3	26,2	-70,6	22,0	88,3	26,2	158,3	-2,7	367,4	87,3	22,2	-70,6	22,2	7,6	22,2	158,1	-2,8	150,6	87,9	28,2	-69,9	24,2	87,9	28,2	158,1	-2,8	437,5	82,8	52,9	-65,6	51,7	-179,5	0,0	149,0	-2,8	0,0	87,3	13,9	-70,6	13,4	178,3	30,1	158,1	-2,7	254,6	88,3	26,2	-70,6	22,0	88,3	26,2	158,3	-2,7	367,4	
507,0	1	99493,0	1	99492,0	26,0	159,3	-2,6	2000	NaN	NaN	C	23459	74,2	70,6	57	59,3580757	24,7141422	6620260,41	1051014,46	89,0	372,0	False	NaN	161,5	_	47	NaN	_	NaN	NaN	_	NaN	89,0	26,0	-71,4	22,4	89,0	26,0	159,3	-2,6	372,0	86,8	22,0	-70,2	22,0	0,8	22,0	157,7	-2,6	150,0	88,1	28,3	-70,2	25,0	88,1	28,3	157,3	-2,6	455,1	82,7	53,1	-66,9	52,1	-179,5	0,0	149,0	-2,6	0,0	86,8	14,0	-70,2	13,4	175,6	30,1	157,7	-2,6	261,3	89,0	26,0	-71,4	22,4	89,0	26,0	159,3	-2,6	372,0	
508,0	1	99492,0	1	99491,0	26,4	157,9	-2,5	2000	NaN	NaN	C	23508	74,2	70,6	56	59,3580844	24,7141485	6620261,42	1051014,67	89,6	378,4	False	NaN	161,5	_	66	NaN	_	NaN	NaN	_	NaN	89,6	26,4	-69,4	23,3	89,6	26,4	157,9	-2,5	378,4	86,9	23,0	-68,8	23,0	6,8	23,0	156,2	-2,4	149,5	86,9	28,2	-68,8	25,9	86,9	28,2	155,7	-2,4	444,5	82,8	52,6	-66,3	53,0	-179,4	0,0	148,5	-2,4	0,0	86,9	13,8	-68,8	14,3	176,5	30,6	155,7	-2,5	266,5	89,6	26,4	-69,4	23,3	89,6	26,4	157,9	-2,5	378,4	
509,0	1	99491,0	1	99490,0	26,6	159,1	-2,4	2000	NaN	NaN	C	23556	74,2	70,6	56	59,3580930	24,7141548	6620262,42	1051014,88	88,3	371,9	False	NaN	161,6	_	47	NaN	_	NaN	NaN	_	NaN	88,3	26,6	-70,8	23,2	88,3	26,6	159,1	-2,4	371,9	87,6	23,0	-70,8	23,0	6,2	23,0	157,9	-2,4	153,6	88,3	28,6	-70,7	25,5	88,3	28,6	157,9	-2,4	446,6	82,9	53,2	-66,9	52,6	-179,4	0,0	149,7	-2,4	0,0	87,6	14,2	-70,8	13,9	175,4	30,2	157,9	-2,4	266,1	88,3	26,6	-70,8	23,2	88,3	26,6	159,1	-2,4	371,9	
510,0	1	99490,0	1	99489,0	26,0	161,0	-2,4	2000	NaN	NaN	C	23598	74,2	70,6	56	59,3581004	24,7141601	6620263,28	1051015,07	88,3	374,5	False	NaN	160,7	_	55	NaN	_	NaN	NaN	_	NaN	88,3	26,0	-72,1	23,7	88,3	26,0	161,0	-2,4	374,5	88,2	22,9	-72,1	22,9	3,5	22,9	161,0	-2,4	157,8	88,2	28,4	-72,1	25,9	88,2	28,4	161,0	-2,4	442,0	82,2	53,2	-68,1	52,9	-179,5	0,0	151,3	-2,4	0,0	88,2	14,0	-72,1	14,5	175,4	30,5	161,0	-2,4	264,7	88,3	26,0	-72,1	23,7	88,3	26,0	161,0	-2,4	374,5	
511,0	1	99489,0	1	99488,0	26,2	161,1	-2,5	2000	NaN	NaN	C	23654	74,2	70,6	56	59,3581090	24,7141664	6620264,29	1051015,28	89,6	372,2	False	NaN	160,1	_	58	NaN	_	NaN	NaN	_	NaN	89,6	26,2	-70,5	23,8	89,6	26,2	161,1	-2,5	372,2	87,1	22,8	-70,5	22,8	-2,1	22,8	157,8	-2,4	153,2	87,2	28,0	-70,5	26,5	87,2	28,0	158,1	-2,4	452,1	83,0	52,7	-68,1	53,5	-179,5	0,0	151,3	-2,4	0,0	87,1	13,9	-70,5	14,6	178,4	30,7	157,8	-2,5	265,7	89,6	26,2	-70,5	23,8	89,6	26,2	161,1	-2,5	372,2	
512,0	1	99488,0	1	99487,0	26,8	161,1	-2,5	2000	NaN	NaN	C	23703	74,2	70,6	56	59,3581177	24,7141727	6620265,30	1051015,50	89,1	366,1	False	NaN	160,1	_	57	NaN	_	NaN	NaN	_	NaN	89,1	26,8	-71,3	23,3	89,1	26,8	161,1	-2,5	366,1	87,0	23,1	-71,3	23,1	-0,9	23,1	159,1	-2,5	153,9	87,5	28,3	-70,8	25,5	87,5	28,3	158,4	-2,5	428,2	82,8	52,7	-67,6	52,0	-179,3	0,0	150,8	-2,5	0,0	87,0	14,3	-71,3	14,4	175,3	30,0	159,1	-2,5	264,1	89,1	26,8	-71,3	23,3	89,1	26,8	161,1	-2,5	366,1	
513,0	1	99487,0	1	99486,0	26,4	158,6	-2,4	2000	NaN	NaN	C	23745	74,2	70,6	56	59,3581251	24,7141781	6620266,16	1051015,68	87,9	366,1	False	NaN	159,6	_	66	NaN	_	NaN	NaN	_	NaN	87,9	26,4	-71,1	23,3	87,9	26,4	158,6	-2,4	366,1	85,2	23,3	-71,1	23,3	0,6	23,3	158,2	-2,4	153,2	87,5	28,1	-70,8	25,3	87,5	28,1	158,2	-2,4	426,4	83,1	52,9	-66,8	52,2	-179,3	0,0	149,3	-2,4	0,0	85,9	14,4	-71,1	14,4	178,1	30,3	158,2	-2,4	263,3	87,9	26,4	-71,1	23,3	87,9	26,4	158,6	-2,4	366,1	
514,0	1	99486,0	1	99485,0	26,7	161,7	-2,4	2000	NaN	NaN	C	23795	74,3	70,6	56	59,3581337	24,7141844	6620267,17	1051015,89	89,6	372,9	False	NaN	160,7	_	66	NaN	_	NaN	NaN	_	NaN	89,6	26,7	-72,0	23,7	89,6	26,7	161,7	-2,4	372,9	88,2	23,3	-72,0	23,3	2,1	23,3	161,0	-2,4	160,4	89,0	28,4	-72,0	25,8	89,0	28,4	161,1	-2,4	434,9	84,8	52,7	-67,5	52,7	-179,6	0,0	151,0	-2,4	0,0	86,9	13,9	-72,0	14,7	175,4	30,8	158,9	-2,4	269,5	89,6	26,7	-72,0	23,7	89,6	26,7	161,7	-2,4	372,9	
515,0	1	99485,0	1	99484,0	27,3	161,0	-2,5	2000	NaN	NaN	C	23844	74,3	70,6	56	59,3581423	24,7141906	6620268,18	1051016,11	90,3	380,3	False	NaN	160,2	_	66	NaN	_	NaN	NaN	_	NaN	90,3	27,3	-70,9	24,2	90,3	27,3	161,0	-2,5	380,3	88,2	23,6	-70,9	23,6	3,8	23,6	159,1	-2,4	160,0	88,2	29,4	-70,9	26,6	88,2	29,4	159,1	-2,4	465,0	83,5	53,9	-67,5	53,4	-179,5	0,0	151,6	-2,4	0,0	88,2	14,4	-70,9	15,1	175,2	32,0	159,1	-2,5	274,5	90,3	27,3	-70,9	24,2	90,3	27,3	161,0	-2,5	380,3	
516,0	1	99484,0	1	99483,0	27,4	161,6	-2,6	2000	NaN	NaN	C	23893	74,3	70,6	56	59,3581510	24,7141969	6620269,19	1051016,32	89,6	375,2	False	NaN	159,6	_	67	NaN	_	NaN	NaN	_	NaN	89,6	27,4	-72,0	23,6	89,6	27,4	161,6	-2,6	375,2	89,6	22,6	-70,8	22,6	-0,9	22,6	160,4	-2,6	154,0	89,6	30,0	-70,8	26,5	89,6	30,0	160,4	-2,6	466,1	84,7	54,5	-67,5	53,7	-179,3	0,0	152,2	-2,6	0,0	89,6	14,5	-70,8	14,8	177,1	32,0	160,2	-2,6	272,2	89,6	27,4	-72,0	23,6	89,6	27,4	161,6	-2,6	375,2	
517,0	1	99483,0	1	99482,0	26,7	158,1	-2,7	2000	NaN	NaN	C	23942	74,3	70,6	56	59,3581596	24,7142032	6620270,19	1051016,53	86,8	363,8	False	NaN	159,9	_	66	NaN	_	NaN	NaN	_	NaN	86,8	26,7	-71,4	22,6	86,8	26,7	158,1	-2,7	363,8	86,1	22,2	-70,9	22,2	2,0	22,2	157,5	-2,7	138,6	86,7	29,4	-70,9	25,9	86,7	29,4	157,5	-2,7	456,4	81,3	53,5	-68,1	52,6	-179,7	0,0	149,6	-2,7	0,0	86,1	14,5	-70,9	14,0	174,4	31,3	157,5	-2,7	264,7	86,8	26,7	-71,4	22,6	86,8	26,7	158,1	-2,7	363,8	
518,0	1	99482,0	1	99481,0	26,9	160,9	-2,7	2000	NaN	NaN	C	23992	74,3	70,6	56	59,3581683	24,7142095	6620271,20	1051016,75	89,6	356,9	False	NaN	159,7	_	66	NaN	_	NaN	NaN	_	NaN	89,6	26,9	-71,2	22,4	89,6	26,9	160,9	-2,7	356,9	86,3	22,5	-71,2	22,5	0,3	22,5	158,3	-2,8	143,6	88,1	28,7	-71,2	24,8	88,1	28,7	158,3	-2,8	431,1	82,6	53,5	-69,4	51,7	-179,3	0,0	151,2	-2,8	0,0	86,3	14,5	-71,2	14,2	177,0	30,6	158,3	-2,7	260,8	89,6	26,9	-71,2	22,4	89,6	26,9	160,9	-2,7	356,9	
519,0	1	99481,0	1	99480,0	26,7	157,4	-2,8	2000	NaN	NaN	C	24041	74,3	70,6	56	59,3581769	24,7142157	6620272,21	1051016,96	86,1	365,1	False	NaN	159,3	_	67	NaN	_	NaN	NaN	_	NaN	86,1	26,7	-71,2	22,4	86,1	26,7	157,4	-2,8	365,1	85,5	22,9	-71,2	22,9	-3,2	22,9	156,7	-2,8	149,2	86,1	28,1	-71,2	24,5	86,1	28,1	157,4	-2,8	422,0	80,7	52,8	-70,7	50,8	-179,3	0,0	151,4	-2,8	0,0	85,5	14,4	-71,2	13,8	174,9	30,2	156,7	-2,8	259,7	86,1	26,7	-71,2	22,4	86,1	26,7	157,4	-2,8	365,1	
520,0	1	99480,0	1	99479,0	26,6	159,7	-2,8	2000	NaN	NaN	C	24091	74,3	70,6	56	59,3581856	24,7142220	6620273,22	1051017,17	87,5	372,6	False	NaN	159,3	_	67	NaN	_	NaN	NaN	_	NaN	87,5	26,6	-72,6	22,7	87,5	26,6	159,7	-2,8	372,6	87,2	23,0	-72,6	23,0	-5,0	23,0	159,5	-2,9	159,6	87,5	28,3	-72,1	24,5	87,5	28,3	159,5	-2,9	419,0	81,9	53,0	-68,0	50,9	-179,4	0,0	150,0	-2,9	0,0	87,2	14,3	-72,6	13,7	174,2	30,6	159,5	-2,8	263,0	87,5	26,6	-72,6	22,7	87,5	26,6	159,7	-2,8	372,6	
521,0	1	99479,0	1	99478,0	27,0	160,3	-2,8	2000	NaN	NaN	C	24140	74,3	70,6	56	59,3581942	24,7142283	6620274,23	1051017,38	88,1	369,2	False	NaN	159,3	_	67	NaN	_	NaN	NaN	_	NaN	88,1	27,0	-73,3	22,9	88,1	27,0	160,3	-2,8	369,2	86,7	22,9	-73,3	22,9	-2,1	22,9	159,3	-2,8	154,7	86,8	28,7	-72,7	25,2	86,8	28,7	160,1	-2,8	436,9	82,0	53,3	-68,8	51,9	-179,3	0,0	151,5	-2,8	0,0	86,7	14,6	-73,3	14,1	173,2	30,4	159,3	-2,8	266,1	88,1	27,0	-73,3	22,9	88,1	27,0	160,3	-2,8	369,2	
